000009503 Gatza, Marene 3.67 2021
006603319 Gotschall, Adelfina 0.45 2020
006615884 Callow, Shakira 3.99 2018
006624432 Vogelsberg, Wiley 3.42 2021
006632829 Cabbell, Isacia 3.59 2019
006637903 Macias, Jordon 0.64 2022
006648128 Ludeman, Marva 4.75 2018
006670851 Saltness, Claudiano 4.25 2018
006670237 Shaddock, Orfilia 4.14 2022
006675094 Ciesielski, Armengol 3.13 2019
006681077 Wince, Ekaterine 3.36 2021
006696283 Guidera, Zine 1.02 2022
006706111 Bierod, Guilherme 1.80 2019
006709675 Pujols, Andriu 3.77 2022
006738280 Mikolajczyk, Gintaras 0.60 2020
006768577 Rhone, Dilcia 4.40 2018
006801669 Ibey, Huertas 4.97 2022
006820433 Oropesa, Tomasa 0.59 2022
006827388 Dourado, Janita 3.60 2018
006834669 Komatz, Christin 2.98 2022
006837258 Zona, Weihao 2.79 2019
006854939 Sanville, Gundula 4.68 2020
006860636 Herbel, Gohar 3.37 2020
006878560 Ng, Nicky 1.64 2022
006894948 Mansour, Lyubomyra 3.82 2019
006898564 Holden, Soon 1.61 2020
006900626 Zercher, Desamparados 2.88 2021
006914165 Carta, Soukeina 3.97 2020
006920099 Winek, Ardath 2.99 2021
006926323 Weinkauf, Cherkaouia 3.66 2020
006934014 Fordyce, Soila 4.31 2021
006937852 Barnathan, Xiaochun 3.63 2021
006941528 Asters, Imogene 4.99 2018
006972984 Schoeb, Romans 0.89 2020
006983789 Pon, Ul 4.53 2022
006991655 Tonozzi, Lea 2.92 2020
006995015 Rough, Fidel 0.97 2020
007001483 Beanblossom, Volodymyr 3.54 2018
007012117 Schempp, Vaidotas 4.74 2022
007034323 Ryce, Salud 0.70 2020
007038297 Achterhof, Ylena 0.42 2021
007047694 Giorgio, Mercedes 0.96 2019
007048519 Elmquist, Matar 2.76 2022
007059520 Kakowski, Armide 2.73 2019
007068005 Isabella, Yerobe 1.35 2018
007094776 Mauffray, Masud 4.16 2020
007101281 Cousens, Donatilo 4.16 2022
007101309 Mavraganis, Elfi 3.03 2021
007106070 Sarensen, Shah 2.08 2020
007106889 Moncrief, Maxi 0.15 2022
007112174 Marrara, Saiful 2.15 2021
007156877 Susong, Solana 1.78 2022
007161820 Croslin, Nazir 2.27 2018
007169048 Vasquiz, Clayton 1.96 2018
007185904 Braucht, Safouane 0.87 2020
007188556 Lakowski, Henok 4.11 2021
007188258 Beabout, Yokin 4.24 2018
007189407 Poremba, Aiyue 4.50 2018
007199819 Soito, Codi 4.10 2018
007223461 Waltzer, Yuefen 1.68 2018
007230679 Ebbing, Emese 1.20 2019
007240287 Recore, Ama 0.19 2021
007243116 Bradstreet, Toader 3.78 2021
007244828 Hautamaki, Phung 2.72 2019
007252694 Volesky, Ricky 0.12 2022
007263740 Swagerty, Savita 1.25 2019
007295403 Christians, Calasanz 0.94 2021
007322005 Allenson, Iovana 1.17 2022
007327345 Whitcraft, Kellie 4.04 2022
007332863 Licavoli, Parvoleta 2.39 2018
007348126 Garde, Iranzu 2.75 2022
007361719 Bramlitt, Lawana 0.01 2019
007372392 Kirner, Islenska 4.17 2021
007373610 Evanko, Niccolo 4.93 2019
007377429 Torongeau, Hadjira 3.51 2020
007379236 Turner, Raudel 0.86 2021
007380734 Napenas, Asa 0.16 2019
007385780 Thoe, Bertha 3.84 2019
007389264 Anon, Nathanael 4.05 2022
007400910 Shyne, Alistair 0.06 2022
007412462 Gumbel, Yuting 3.35 2021
007478927 Claman, Tareixa 2.75 2020
007488140 Ramsburg, Kaba 2.40 2018
007514938 Clemence, Bala 4.05 2022
007530416 Grindstaff, Anselmo 1.27 2019
007534184 Gilfoy, Oleh 4.10 2018
007560593 Szady, Ibone 0.64 2022
007563246 Starns, Aldara 1.34 2022
007586434 Creary, Ilduara 1.93 2019
007615030 Sapara, Oceane 3.69 2021
007627915 Marum, Yajnu 0.35 2022
007632887 Lorch, Henry 4.29 2021
007655622 Klaus, Abdesselam 1.26 2019
007662965 Kijowski, Hermita 4.82 2021
007673966 Chicalace, Kourtney 4.08 2022
007675185 Bonatti, Reinhard 0.57 2018
007692604 Hendrickson, Grau 3.05 2018
007718887 Hannula, Milene 1.18 2018
007724729 Helmes, Cristinela 2.99 2018
007730550 Vanbuskirk, Hira 1.55 2019
007740252 Mearing, Noah 1.95 2019
007749121 Barbe, Sallie 4.35 2020
007771941 Kurtzman, Chaymaa 1.44 2021
007782749 Maxey, Safuan 1.68 2019
007785488 Dotzler, Potenciana 4.66 2019
007789134 Bettino, Philipe 3.83 2018
007809718 Sanfelix, Bali 4.68 2021
007844138 Harmeson, Amanda 1.27 2021
007887829 Hatto, Xoaquin 1.72 2021
007888141 Enterline, Lioba 4.91 2018
007919281 Rockhold, Noureddin 0.80 2019
007920284 Griblin, Mehrdad 2.73 2018
007939681 Mccloudy, Atilano 2.56 2021
007947622 Follmer, Yoann 0.72 2018
007964050 Hans, Wanetta 1.93 2019
007964857 Neblock, Madelene 4.46 2020
007964095 Lukianov, Irshad 2.84 2021
007966858 Dokovic, Cristobal 4.24 2018
007966030 Chiapetti, Felton 3.67 2022
007987247 Kuznicki, Phuong 0.65 2021
008007781 Ottem, Nauman 2.53 2018
008014212 Him, Inocencia 4.70 2019
008025634 Wise, Brendon 2.36 2022
008043438 Weadon, Adelle 4.00 2021
008056255 Kelton, Ilenia 4.51 2020
008058014 Cunanan, Isis 3.15 2022
008069856 Schneeberger, Liria 0.05 2018
008070878 Albin, Lucile 2.86 2022
008089312 Pillow, Julian 1.71 2018
008092152 Alce, Jerald 2.42 2021
008095321 Bungert, Tara 2.15 2021
008102443 Dottavio, Zinnia 4.35 2020
008104092 Napp, Yelitza 2.44 2021
008111744 Callum, Beulah 2.40 2020
008128065 Marsicek, Providencia 3.45 2020
008131774 Feulner, Cheyenne 3.30 2021
008134264 Reinartz, Jeannette 4.19 2022
008142307 Novas, Jenice 2.29 2022
008142881 Anagnostou, Matenin 2.11 2022
008143813 Mariani, Darvin 2.56 2021
008170280 Pennelle, Mckenzie 1.34 2019
008192210 Mohammad, Bernardi 2.19 2018
008199270 Biernat, Polivio 1.91 2019
008226656 Loeser, Leann 1.87 2018
008242749 Yocius, Umar 2.71 2022
008253380 Bitsko, Saverio 0.87 2021
008255313 Prothero, Zelda 4.10 2022
008272131 Schlechten, Divine 3.42 2019
008274529 Lempka, Edith 1.17 2019
008278478 Cannellos, Natela 0.22 2018
008292425 Kaushiva, Cilia 2.21 2019
008292033 Gogan, Columbiano 2.12 2021
008295150 Riculfy, Quinton 3.82 2018
008296671 Borge, Rodolf 4.63 2020
008298131 Rous, Vasilev 0.25 2021
008337158 Keros, Roque 4.71 2020
008341440 Vonderhaar, Jerusalen 2.63 2018
008342110 Borghi, Saida 2.68 2018
008344873 Duka, Krastina 4.28 2020
008347604 Machida, Junping 3.62 2022
008354550 Dragich, Fairy 0.59 2022
008357321 Wegley, Abdelhakem 1.04 2020
008383691 Catalan, Tierra 2.41 2020
008386852 Ricciardone, Yunyun 2.39 2020
008425870 Tromblay, Dorla 3.50 2019
008429209 Paulauskas, Xiaoxiao 4.19 2018
008433827 Girman, Lebdaoui 1.20 2019
008436053 Countess, Hussam 4.24 2020
008439387 Leaf, Xiaoxiong 4.90 2018
008440256 Edenholm, Cleia 4.13 2018
008449509 Lascaro, Tone 0.47 2020
008461135 Oehlenschlage, Yrma 4.26 2019
008466920 Pagel, Yongkang 0.55 2022
008474760 Forcell, Scheherazade 0.39 2022
008476276 Buissereth, Boujama 1.01 2018
008477936 Auyer, Ndiaga 1.70 2019
008489607 Powskey, Piedrasanta 2.52 2022
008496709 Mosely, Soumaila 2.95 2020
008501977 Shad, Clarinda 1.58 2020
008524771 Denardis, Yilian 1.26 2020
008533930 Macadam, Aziz 4.14 2021
008540063 Nikkel, Edwardo 4.81 2020
008543424 Latif, Dominick 0.43 2019
008555865 Rodde, Nourredine 4.34 2018
008559230 Lafield, Primavera 1.10 2020
008566332 Dohman, Bjorg 1.21 2019
008577396 Reder, Nastasia 1.13 2021
008587942 Umbright, Summer 4.01 2020
008594729 Curby, Huong 0.49 2022
008598470 Fino, Aladina 3.75 2021
008600693 Swezey, Reuben 1.00 2021
008602588 Maniar, Smail 4.56 2021
008613713 Sughroue, Steven 0.82 2018
008633903 Erlenbusch, Carrodilla 1.46 2021
008638172 Riexinger, Engracia 0.09 2022
008638554 Arrowsmith, Earl 3.41 2022
008641341 Effner, Nelba 0.85 2020
008661886 Linear, Eteri 2.37 2021
008662448 Donlan, Omer 2.26 2021
008667021 Amster, Sinforosa 3.71 2019
008671213 Shurtleff, Orosio 2.01 2018
008672650 Babineaux, Abdeluahed 3.79 2022
008698190 Nicklas, Rayna 1.17 2022
008700592 Makel, Arturs 1.11 2022
008700771 Friberg, Alfonsina 3.06 2020
008721162 Beebee, Abbass 4.44 2021
008741181 Gather, Markus 4.67 2020
008755740 Kachmar, Karena 4.27 2020
008760951 Bohrman, Ellyn 3.61 2021
008808135 Khat, Nayab 1.35 2022
008820531 Wilkers, Elaina 4.65 2022
008827256 Borrigo, Payal 2.41 2019
008831983 Allmon, Catita 2.11 2019
008882184 Blaskovich, Ivelin 2.12 2020
008887895 Lowder, Felicitacion 1.30 2021
008902584 Rosenquist, Wander 1.34 2019
008903956 Nault, Abel 1.77 2022
008904467 Kniffin, Baños 1.93 2021
008908652 Galipo, Juri 4.04 2019
008934681 Vories, Mireya 0.61 2022
008939890 Pisicchio, Xian 3.16 2021
008939770 Secker, Klaudia 4.03 2019
008947236 Peckenpaugh, Simao 1.86 2019
008947118 Gallian, Samael 1.52 2022
008954127 Solesbee, Kumba 2.18 2019
008979875 Litter, Wim 0.14 2022
008981890 Baroldy, Brahma 4.74 2022
008992758 Vastardis, Luci 0.55 2018
009012628 Fitzgibbon, Jian 3.20 2019
009014666 Tibwell, Grethe 2.75 2020
009023666 Magowan, Beverley 4.86 2022
009025268 Masilko, Mar 4.58 2022
009033563 Jondle, Ginel 1.91 2019
009043134 Blodgett, Soledat 3.38 2019
009045150 Stetzenbach, Bud 5.00 2019
009054667 Gronvall, Xiara 0.48 2022
009060077 Vanepps, Hasnain 2.65 2021
009062833 Catoe, Yeny 1.99 2019
009064368 Goold, Melanio 3.68 2020
009126229 Skorcz, Xiaoxia 0.59 2021
009127313 Gushiken, Ianos 1.72 2021
009130611 Laninga, Teodosi 4.28 2022
009136673 Angeli, Sotera 3.60 2018
009139599 Ingebretsen, Medea 0.54 2020
009167904 Mestas, Nayely 1.42 2019
009172018 Mt, Yonghai 3.02 2021
009172442 Hinch, Kathlene 1.09 2018
009179431 Senseman, Marua 0.96 2019
009179148 Stockard, Badi 3.00 2021
009185638 Fearon, Zhivka 3.48 2022
009189011 Takaki, Jiajun 3.14 2021
009191832 Gonska, Taylor 2.52 2022
009196427 Evert, Dirceu 0.90 2018
009199055 Loiacona, Osagie 1.17 2022
009223648 Wiltse, Bolivar 0.07 2019
009231031 Laregina, Dmitrii 0.70 2020
009234763 Himmons, Antonela 3.63 2021
009234169 Hilario, Chafik 4.52 2018
009235994 Murchie, Lavette 1.37 2019
009237679 Gobern, Lawerence 2.41 2020
009243987 Antronica, Maryori 2.59 2021
009257563 Murrietta, Aiping 4.10 2022
009318078 Couture, Paulette 0.31 2021
009319303 Jarzombek, Rina 3.69 2018
009324769 Ristau, Irakli 0.96 2018
009357514 Bianchini, Queila 1.53 2022
009374324 Lovely, Vesta 3.47 2019
009396894 Kingen, Inga 2.08 2022
009398675 Vollmering, Vernon 3.06 2018
009406779 Mcgiveron, Enola 0.98 2022
009427601 Malveaux, Godspower 3.35 2022
009436049 Marazzi, Krishna 3.99 2020
009446139 Berreth, Adalia 4.55 2019
009454051 Boyes, Sabastian 1.09 2022
009454329 Bramhall, Jhan 4.23 2020
009463858 Bernett, Istvanne 0.81 2021
009485512 Vanderwall, Syeda 1.08 2019
009499109 Cogdell, Consolacio 3.87 2021
009505039 Hallam, Amalur 3.02 2021
009506373 Leaman, Faical 0.65 2019
009525940 Livigni, Arcadio 1.31 2018
009528564 Pardey, Gaelle 0.81 2022
009534871 Delmedico, Hatoumata 3.48 2021
009543374 Nitka, Kebira 1.59 2020
009554543 Imberg, Sybil 0.73 2022
009577985 Klich, Cibran 3.92 2018
009592713 Spinas, Anguel 3.02 2020
009595942 Schwegel, Crescenciano 0.54 2022
009616357 Merchen, Trine 0.87 2020
009635405 Kokko, Evelyn 0.14 2021
009661259 Camarero, Abdelkamal 1.14 2019
009678601 Callam, Abdelaaziz 1.43 2022
009692562 Ozer, Stalin 2.84 2019
009695451 Teasdale, Anabelle 1.41 2022
009702893 Boege, Phoebe 2.37 2022
009718483 Weatherly, Makram 0.85 2018
009723016 Collister, Ibeth 4.67 2018
009725202 Mosey, Hounaida 4.91 2019
009726966 Rogosky, Josemaria 1.40 2019
009755552 Gossom, Diodora 3.42 2021
009765792 Looft, Floreano 1.38 2020
009799046 Kovacic, Madhu 0.74 2018
009816449 Logiudice, Mervyn 1.13 2022
009836443 Houch, Oumama 2.14 2020
009841579 Sumner, Skye 3.05 2019
009860450 Whish, Kathryn 0.08 2020
009888498 Derer, Abdoulie 4.55 2018
009913856 Wibberley, Magalis 1.28 2018
009921612 Simunovich, Jhonier 4.45 2021
009924630 Roderiques, Pino 4.40 2020
009926412 Mering, Renna 3.85 2021
009935227 Burkett, Laine 4.19 2019
009955829 Paten, Ron 0.74 2022
009955961 Brightly, Yoselyn 4.01 2022
009961776 Talib, Zlatka 4.60 2022
009969751 Nagindas, Lizbeth 0.00 2018
009973173 Verbilla, Larabi 1.53 2021
009979602 Hopman, Darren 4.50 2018
009994499 Worst, Gay 0.37 2021
010009388 Oishi, Titiana 4.22 2018
010017377 Crayne, Sage 4.46 2018
010024517 Reavely, Filemon 0.05 2021
010029088 Koscinski, Resurreccion 1.15 2021
010042304 Roeske, Larhonda 4.91 2018
010053573 Voorhees, Katharine 2.88 2020
010074331 Rullan, Lastenia 0.87 2018
010078095 Feuerstein, Soumicha 2.76 2018
010078198 Sluter, Zulfiqar 3.44 2021
010092380 Felsher, Samella 1.53 2020
010099301 Galic, Marwan 2.06 2021
010100496 Fodera, Liz 0.35 2021
010112297 Louque, Paulo 0.42 2022
010129087 Solano, Syed 2.89 2021
010148953 Poovey, Rekha 0.38 2020
010152983 Tams, Grace 2.40 2019
010160188 Vandover, Hedi 3.61 2019
010168632 Davance, Abdesslam 3.57 2022
010180063 Zertuche, Nohayla 0.69 2020
010203454 Damboise, Jason 2.56 2020
010211554 Beougher, Sahila 2.08 2018
010215059 Sadusky, Asjid 2.96 2021
010215780 Filippone, Ahtisham 1.59 2020
010229293 Shady, Montserrat 4.55 2018
010244509 Sherrow, Raida 4.03 2019
010256094 Hamberry, Guifang 3.11 2020
010267108 Barnoski, Spaska 3.14 2022
010273288 Wiscount, Baya 1.73 2018
010275655 Chrismon, Rajeev 0.15 2022
010277399 Willard, Gaudiosa 3.23 2019
010290010 Hartvigsen, Mossaab 3.28 2022
010294064 Maduro, Mahir 2.18 2021
010356586 Vicente, Clementine 4.98 2021
010370696 Paxton, Mallory 4.78 2020
010420060 Videen, Vlademir 4.73 2022
010421048 Lilley, Polly 0.33 2019
010431938 Coppler, Maryury 0.15 2021
010432171 Claffey, Eusebia 2.69 2019
010433695 Platter, Jianyong 1.20 2022
010437842 Annuzzi, Rui 0.64 2019
010439408 Settecase, Momodou 1.09 2018
010443059 Boespflug, Ennio 3.29 2018
010494373 Steich, Harvey 0.27 2022
010500905 Chavera, Vidal 3.41 2018
010512910 Welzel, Rayko 2.31 2022
010512243 Bartlet, Exuperio 1.78 2018
010515781 Pekar, Lingyun 1.01 2018
010534111 Apodoca, Andrei 1.55 2021
010535319 Geery, Annett 0.68 2018
010551516 Imfeld, Julieta 2.80 2022
010565522 Fife, Badi 3.18 2020
010573189 Moren, Snezhanka 2.95 2021
010586560 Pineda, Bartolomea 2.44 2020
010590514 Harwood, Cantia 4.93 2021
010599887 Hinahon, Mamia 1.41 2021
010605079 Davi, Olallo 4.40 2022
010614133 Nyseth, Faty 2.38 2019
010615438 Rattay, Enid 3.48 2018
010620018 Mccaskill, Emelyn 4.57 2019
010623288 Primm, Yanitsa 0.86 2020
010624902 Waples, Alessandro 4.98 2018
010625820 Marcinkiewicz, Ramiz 0.91 2022
010627990 Bersamin, Xian 4.38 2022
010646493 Ferrero, Asuncion 4.65 2020
010661153 Fahnestock, Alonso 0.15 2022
010666059 Castille, Tijan 0.30 2019
010686791 Ingargiolo, Galina 2.99 2019
010687730 Mostoller, Conny 0.84 2019
010701847 Keasley, Nelia 0.81 2019
010712966 Horstead, Rosemery 4.24 2019
010725914 Ostroot, Eider 2.00 2020
010748573 Kinville, Chivuta 2.68 2022
010750447 Primas, Arunas 4.86 2020
010757424 Huddelston, Terese 1.66 2018
010757509 Dauge, Renier 3.80 2020
010772474 Deininger, Cecille 2.06 2019
010807628 Stifflemire, Banessa 3.61 2018
010836876 Ruthstrom, Reneta 4.27 2022
010838149 Grabler, Delbert 1.63 2020
010848791 Clingan, Aizea 3.76 2018
010863757 Buteux, Erhimo 1.83 2018
010866593 Bruschke, Bouziane 3.51 2019
010868427 Neslusan, Abbass 0.25 2022
010875558 Martiniz, Yanik 1.93 2020
010880424 Kanady, Neli 2.86 2021
010887648 Debardelaben, Guery 3.37 2021
010891725 Betacourt, Sulaiman 0.44 2022
010912035 Norley, Lourdes 4.70 2019
010920750 Oesterreich, Savita 4.69 2018
010922300 Haran, Margot 4.71 2020
010938197 Christenson, Darshan 0.59 2020
010943604 Santerre, Aleu 0.37 2018
010960283 Leveto, Gabirel 1.32 2018
010965285 Tun, Ja 2.35 2018
010967092 Rellihan, Billel 0.26 2020
010969133 Mcnemar, Ainize 2.85 2022
010991173 Corbet, Mostapha 3.19 2018
011000864 Helmsing, Crisogono 1.82 2018
011002073 Bergmann, Saran 1.59 2019
011016069 Nastri, Wilfredo 2.26 2022
011048846 Bredin, Oiartza 1.57 2018
011053186 Kichline, Stig 3.77 2022
011065744 Spirko, Anicet 2.70 2018
011068026 Burrus, Barca 2.50 2018
011089191 Andrzejczak, Achim 4.97 2018
011094986 Mccartha, Sienna 4.51 2020
011094069 Brockus, Fadiala 1.36 2018
011104053 Wofford, Lubna 3.11 2022
011106823 Lineweaver, Cheryl 0.13 2020
011118661 Straub, Cheryll 2.60 2018
011130561 Sgambati, July 2.58 2018
011137943 Nevels, Ashwani 2.75 2021
011148406 Kuypers, Rizwana 0.74 2019
011156164 Etchison, Maryan 2.55 2019
011159642 Ricca, Emiko 0.50 2019
011181545 Keding, Yisel 1.11 2019
011198522 Sikarskie, Puri 4.84 2018
011225645 Houts, Zulay 3.06 2021
011244416 Ventura, Monsef 0.78 2020
011257250 Niedbalec, Baha 4.27 2018
011257090 Karlgaard, Georgiann 2.89 2019
011273408 Tetu, Vonnie 0.98 2022
011274506 Nostrand, Yanely 1.61 2019
011289587 Laursen, Libin 1.15 2020
011299463 Schulle, Jettie 1.68 2019
011300770 Labianca, Adonaya 4.85 2022
011326751 Rock, Talisha 2.66 2019
011328001 Blondin, Yunjie 1.89 2018
011356572 Bitterman, Magdolna 3.49 2019
011377157 Crider, Lajuana 1.37 2022
011385807 Mysliwiec, Sam 2.44 2018
011392923 Darienzo, Nakisha 2.06 2019
011405346 Neita, Sirlei 2.85 2019
011414820 Roselli, Suhong 2.65 2022
011429522 Aimone, Txomin 3.68 2018
011439827 Gordon, Idalina 1.92 2020
011457407 Rarey, Lamina 3.06 2022
011473522 Coradi, Arie 4.25 2022
011489197 Kalman, Letizia 3.14 2021
011499406 Muschett, Wenceslada 1.38 2019
011516620 Selfe, Ayesa 0.23 2019
011520770 Boemer, Mousa 1.58 2022
011537365 Grossberg, Hisako 1.64 2021
011539315 Stonefield, Giselda 1.85 2019
011554438 Heesch, Telm 4.05 2018
011568290 Connette, Hoummad 1.06 2021
011609007 Crotzer, Hatou 4.13 2021
011612742 Pass, Lu 2.31 2021
011616829 Blessett, Nourhan 0.53 2019
011622879 Akana, Guifang 1.39 2022
011648410 Elgert, Jesabel 4.00 2018
011652225 Nuhfer, Hani 1.95 2021
011658964 Demme, Suleiman 4.40 2019
011660955 Nodarse, Wlodzimierz 0.73 2020
011663369 Morse, Elaina 3.16 2022
011666844 Schaming, Lyman 4.60 2020
011669244 Bever, Bella 4.12 2018
011695053 Brazill, Adda 0.75 2019
011706481 Peightell, Tewfik 2.60 2020
011718140 Lasser, Avinash 4.07 2018
011731899 Bono, Aytami 1.42 2020
011739962 Allsbrook, Naaima 4.57 2018
011743484 Livsey, Asteria 3.12 2021
011766112 Hewes, Ruzanna 2.61 2018
011771890 Abkemeier, Jincui 2.39 2019
011794451 Surminec, Richard 0.03 2018
011797611 Sinclaire, Ella 2.21 2018
011806032 Myall, Dandan 4.09 2019
011812630 Weissenborn, Fethi 4.22 2018
011818679 Silerio, Tayisiya 1.80 2022
011823700 Rauhe, Dannie 2.33 2019
011840176 Maranan, Kristal 0.22 2018
011885306 Deluise, Jesua 2.14 2021
011910091 Musemeche, Ninfa 2.53 2022
011913084 Saccardi, Isard 3.44 2021
011944211 Brereton, Jenna 4.59 2022
011951229 Zito, Cameron 2.45 2022
011990865 Lossius, Deidra 3.48 2020
011998749 Rosenblum, Itzal 2.63 2021
012004383 Langhout, Maqsood 4.66 2019
012010868 Lanie, Rares 0.50 2022
012014463 Shinko, Yunus 3.89 2018
012015282 Lazzara, Zane 4.37 2021
012025759 Fortuna, Shuangfen 1.38 2020
012051412 Suits, Marceli 2.04 2018
012054516 Cantarella, Marija 1.25 2018
012075249 Jubeh, Sada 4.33 2018
012082584 Rosso, Ola 3.13 2018
012090359 Lerud, Khan 0.39 2018
012102688 Teitsworth, Galder 2.51 2022
012104886 Muczynski, Zoa 4.69 2022
012106410 Groening, Daryl 2.36 2020
012144860 Payette, Roswitha 2.59 2019
012146168 Bulloch, Lahoucine 0.66 2022
012151598 Maul, Jozsefne 1.19 2020
012154736 Aranjo, Lenore 1.77 2020
012165437 Tam, Miryan 4.56 2020
012170160 Barcley, Melania 1.33 2021
012222295 Buxton, Maragda 1.67 2020
012224936 Munning, Romeo 1.92 2022
012229632 Windish, Benjami 0.73 2020
012232594 Marruffo, Natali 3.40 2022
012242286 Roddam, Jerobel 3.06 2022
012243851 Redfern, Zhengyong 1.95 2019
012254721 Mesi, Herve 4.84 2018
012257052 Fanara, Eliott 4.81 2019
012266719 Graziano, Lakia 2.48 2019
012268032 Swenor, Moad 4.81 2020
012286502 Torbus, Xabat 3.71 2022
012301342 Weslowski, Abian 0.37 2022
012344514 Topez, Cristalina 1.32 2018
012360530 Iriarte, Danyel 0.54 2019
012375639 Carriger, Godofredo 0.42 2022
012399731 Colquitt, Maricruz 2.82 2020
012399188 Berey, Vicens 4.65 2018
012400141 Centers, Xinbo 0.41 2020
012402947 Perler, Pusa 1.07 2018
012404648 Vertucci, Yassin 0.80 2021
012406542 Fawver, Jue 2.49 2020
012409170 Lecates, Janto 4.12 2019
012420837 Ruhnke, Yulieth 4.03 2019
012421933 Rathman, Xueling 2.97 2022
012452183 Vanderburg, Yedey 2.75 2022
012452920 Ulrich, Ismaila 0.75 2022
012462901 Fluck, Lusine 4.50 2020
012466157 Margason, Silvano 2.61 2021
012472758 Longendyke, Felicitat 4.33 2020
012491681 Gayoso, Demelsa 2.89 2020
012494222 Florkowski, Celena 4.29 2019
012508250 Maruca, Gutier 4.53 2020
012516998 Sibbald, Maksims 4.43 2021
012530227 Sammarco, Yonatan 2.42 2019
012536372 Whitehorn, Mya 4.23 2021
012539301 Bancourt, Darlena 1.25 2019
012541404 Half, Mesias 2.80 2020
012564545 Weyrauch, Flaminio 1.30 2019
012588453 Moel, Delia 3.44 2019
012594029 Golombecki, Achille 1.22 2021
012598081 Quam, Ez 4.91 2019
012602440 Keoghan, Modesto 4.94 2018
012625288 Giczewski, Corinna 2.08 2021
012630441 Bivens, Ryan 5.00 2022
012631406 Paskert, Deisi 4.35 2018
012631720 Gretzner, Areli 2.32 2020
012638362 Mccotter, Mendy 4.04 2022
012638370 Kelling, Kamen 3.41 2020
012641452 Spadoni, Raimond 3.59 2018
012649950 Dove, Jocabed 1.14 2018
012658091 Critchlow, Erwan 0.06 2021
012667391 Feron, Lashawna 3.44 2022
012680459 Reuland, Orreaga 2.54 2021
012700055 Fasenmyer, Nickolas 3.91 2020
012700484 Fontecchio, Yeray 1.87 2020
012709471 Garreh, Anthea 4.81 2021
012711058 Denker, Xiurong 1.27 2018
012713085 Kreuzer, Lica 1.64 2022
012718730 Leckman, Weston 0.53 2021
012733208 Ordoyne, Cathaisa 4.50 2022
012747645 Foslien, Jovelyn 3.88 2021
012751541 Oleksy, Makhlouf 3.38 2021
012754548 Vanloo, Zi 2.06 2020
012758229 Hermes, Jacquelynn 0.50 2018
012779331 Meeler, Sarina 1.24 2019
012782034 Reznick, Sukayna 1.24 2018
012783509 Barski, Haijun 1.26 2021
012783816 Kamph, Jandira 3.70 2019
012791326 Boettger, Laurena 3.17 2021
012809782 Grannan, Eura 2.31 2020
012821642 Gularte, Matutina 4.90 2020
012861878 Landrey, Liudmyla 1.92 2020
012865348 Garced, Custodia 2.29 2020
012865204 Sweely, Cocepcion 4.63 2018
012890237 Richesin, Guangrong 3.70 2018
012909509 Dacres, Gaelle 2.25 2018
012910291 Satchell, Wiktoria 4.14 2021
012915247 Yara, Jianan 4.71 2022
012918786 Kewal, Mayda 3.26 2019
012925330 Krajnik, Eduar 1.01 2018
