100000
354709573 Devonshire, Andoni 1.35 2020
141982738 Davich, Laid 0.88 2019
381653997 Hatchitt, Dionisie 2.32 2018
109666940 Watzka, Xuejiao 2.49 2019
600092803 Vandale, Hocine 4.08 2018
460023294 Massimino, Noma 2.17 2020
732397653 Popescu, Osbaldo 1.87 2020
849508217 Lotan, Meghann 3.55 2021
164484916 Reiss, Gelu 3.22 2022
860011376 Dinges, Yosua 2.17 2020
849893111 Pesch, Wensheng 3.97 2020
689457990 Lazarczyk, Merideth 4.06 2022
226279126 Kaupu, Lidya 1.14 2021
767714247 Vandestreek, Laritza 1.77 2020
675508252 Mccarthy, Zixuan 4.95 2020
350115386 Seward, Stefany 4.17 2018
777636770 Saggione, Milton 1.76 2020
782362700 Laminack, Benton 1.17 2022
279769350 Turks, Louella 3.79 2022
103692530 Bartz, Tehmina 2.26 2020
837833207 Mckellar, Fode 4.18 2022
813352614 Spilde, Hania 3.26 2019
301624410 Dankert, Ahmed 0.03 2018
936586516 Gramza, Lashay 0.16 2021
544267920 Insalaco, Nirvana 3.60 2021
048478787 Lumantas, Elwood 0.14 2018
491239556 Fallon, Dominica 0.01 2022
829133105 Brostoff, Milcho 1.05 2018
630751230 Shellhammer, Yuneisy 3.96 2018
140380700 Rapoza, Maqbool 2.21 2021
009453108 Scantlebury, Sharda 4.03 2022
471945756 Skafidas, Algimantas 1.19 2019
804573846 Chaligoj, Kristian 4.55 2019
580014418 Lacouette, Mari 2.51 2021
949023772 Hodor, Pompeyo 2.64 2019
151141457 Hanney, Leda 4.93 2021
791674376 Helmes, Eneka 1.57 2018
811061765 Kuechler, Stefanny 3.37 2019
305968475 Barlowe, Drifa 3.38 2022
270715003 Kimminau, Antulio 4.25 2022
233460988 Beto, Nidal 4.35 2018
284837766 Miehe, Aleks 2.95 2018
307439440 Salvia, Paulin 4.43 2021
291272444 Villani, Gadea 4.53 2020
968528552 Volstad, Bilal 3.84 2022
524976793 Pilcher, Melissa 0.99 2019
589262236 Dyll, Ishaq 4.34 2019
971963550 Doughtery, Arritxu 2.45 2022
107028758 Lackman, Manual 4.74 2018
524986162 Stoetzel, Petras 0.57 2022
085155809 Kue, Alenka 2.18 2019
611641864 Closs, Arnelio 4.05 2021
927544350 Cotney, Xing 0.21 2021
809008834 Cleary, Encarnacio 1.67 2021
498228329 Dulan, Yuridia 4.52 2020
627095001 Ynocencio, Louvenia 2.96 2020
210996531 Tilley, Trudie 1.36 2020
163914932 Odair, Yun 2.08 2019
358810629 Josiah, Kunti 0.61 2018
968472984 Michael, Jaymie 2.77 2019
682411423 Worman, Bekaye 1.19 2019
980214026 Riebe, Valle 2.27 2019
934723302 Philbrick, Atik 3.92 2021
773497270 Mistry, Rosangel 1.62 2021
931547070 Derderian, Barbu 0.44 2018
465067133 Mervine, Honorio 2.83 2021
575325513 Yohn, Wai 2.82 2021
378311526 Raychard, Nouhaila 3.73 2020
307825429 Polka, Magan 0.05 2019
093785842 Dooner, Carlo 1.35 2019
092374015 Pummill, Cati 4.71 2022
390519792 Spada, Leonel 3.10 2022
120098321 Schoeder, Clifford 2.42 2020
180554793 Graney, Birthe 4.82 2018
309765247 Vines, Mimuna 2.08 2020
260544781 Healey, Tyisha 4.21 2019
843564562 Waddington, Emile 0.49 2022
607883541 Gadd, Liying 3.98 2019
061350538 Swoboda, Zdzislaw 0.37 2022
743541773 Truglio, Moad 1.81 2021
976790642 Fergeson, Petrola 0.95 2018
049768165 Odoms, Iyad 2.40 2022
916940616 Becherer, Chante 1.29 2018
148637451 Hackerd, Franck 3.67 2020
005017388 Bartch, Sterica 4.37 2022
577723818 Pinn, Karren 1.05 2019
351606130 Stockebrand, Rudiger 1.15 2019
842190244 Scee, Cheng 4.93 2018
607262007 Zweifel, Bendaoud 1.90 2019
484499373 Pinera, Massin 1.97 2022
512274963 Mariotti, Marylouise 2.65 2022
538958693 Carrow, Tiberiu 1.24 2019
588478596 Cipullo, Antonica 4.69 2020
692549945 Tyl, Mare 0.32 2020
078640555 Duplesis, Kalin 3.77 2018
605356718 Tippett, Janna 0.18 2022
642871538 Dulan, Saaid 3.26 2022
127528375 Tomasello, Charity 4.01 2022
836939833 Tobin, Lamin 1.09 2022
139226800 Hopwood, Onofra 0.98 2021
790479825 Spero, Fedoua 0.57 2020
169953774 Waszmer, Elizabel 2.83 2019
930724500 Walner, Courtney 4.92 2018
464774808 Polisky, Keeley 2.17 2018
129278294 Balvanz, Yandira 3.28 2018
050433073 Charo, Beneharo 1.36 2021
779714577 Albury, Anibal 1.65 2019
848129129 Golida, Mallie 4.41 2020
852021752 Tapscott, Ginel 1.76 2020
570239248 Purvis, Jeanelle 4.50 2018
583602457 Gallosa, Camillo 3.98 2018
890308855 Engberg, Xiuping 2.59 2018
548966542 Clark, Pelegri 4.97 2020
284732673 Engman, Aleksandra 4.40 2020
093178286 Kadlubowski, Rajan 1.82 2018
779389386 Shortle, Dagmar 1.16 2018
573803467 Sheumaker, Laaziza 1.94 2020
936884390 Peel, Ernestino 3.98 2022
695672174 Derting, Domnino 1.99 2022
628007506 Buxbaum, Nichol 0.52 2019
141965321 Honnette, Mishel 1.97 2019
087113817 Grimstead, Golam 4.64 2022
736696973 Alway, Nikolay 1.59 2022
094272694 Seaward, Cecilio 4.59 2020
674799748 Kreul, Loraine 0.99 2020
211662938 Anawaty, Xinya 4.07 2022
942609297 Yoshi, Arcangela 4.82 2022
608342711 Bertone, Baba 0.50 2021
763457487 Grenon, Kolyo 1.38 2022
555387823 Jekel, Siny 4.88 2021
906767911 Cochron, Aladji 4.64 2021
392130787 Neiner, Gladis 0.86 2020
047254313 Oxborrow, Virginia 2.81 2022
703806518 Dumire, Jorja 0.30 2020
452268296 Vandever, Carie 4.99 2022
619423400 Moralas, Constanze 2.35 2022
392515671 Platter, Amancio 1.00 2021
913970701 Rhoda, Wajid 4.91 2019
938182097 Burchinal, Jytte 0.92 2022
151847103 Tawney, Faber 0.69 2022
036697393 Krill, Toby 1.47 2018
336851154 Rynearson, Christine 1.46 2019
457377930 Kissane, Xenxo 2.72 2021
132536373 Gjorven, Ethel 2.73 2019
241260933 Baskett, Floripe 4.17 2021
229413329 Miguel, Darrin 3.40 2020
927935972 Virden, Zayneb 1.63 2019
007090744 Buccellato, Shana 4.89 2022
317321536 Born, Cerca 4.76 2022
382108536 Wiener, Cecily 3.25 2019
456748090 Depaoli, Haiguang 3.04 2022
689292385 Lerow, Cristabel 4.98 2022
623882583 Cupelli, Larabi 2.04 2019
811353118 Bagnaschi, Rafiq 2.59 2021
931492953 Somero, Fatima 4.27 2019
167513025 Nork, Nabar 0.33 2022
322646508 Neubert, Debbie 0.34 2019
066025662 Mccallie, Thania 2.20 2019
561352180 Salas, Abdessalam 2.15 2021
777327067 Diffey, Codi 4.69 2021
317653033 Rylander, Yalal 4.11 2021
013278125 Bernsen, Lealdina 3.66 2020
136319573 Pintello, Landelino 1.33 2020
672830306 Schiesher, Nayib 4.94 2022
753636457 Acken, Efigenia 1.20 2020
233264739 Seratti, Valerii 3.63 2018
681014710 Bough, Vall 2.23 2019
226226888 Mashall, Andres 0.11 2022
935155436 Koiner, Virgen 4.21 2020
174274298 Lemone, Yasmani 2.16 2022
805743324 Zaxas, Sergo 2.72 2021
070415204 Hargroder, Crina 0.99 2019
569682746 Moeuy, Leighann 3.10 2021
268805036 Thenhaus, Katherine 3.32 2021
014191393 Mulberry, Caridad 0.52 2021
280973108 Menke, Joritz 2.33 2018
954528160 Donges, Shelly 0.38 2021
193190266 Poulos, Cleotilde 3.77 2019
398306013 Evangelista, Jaime 3.09 2022
131970404 Babicke, Hosanna 2.55 2021
921861496 Dicello, Bouzid 2.99 2021
066065740 Ilse, Jessie 4.07 2019
634326732 Deangelo, Magda 4.28 2018
942239767 Hawver, Ubaldina 1.78 2021
812169844 Kindrick, Iudistira 3.27 2020
872118873 Teabo, Mariona 2.16 2018
409242472 Shrawder, Rabia 1.58 2020
324271329 Espaillat, Gleice 4.16 2018
970517442 Vetsch, Calixto 3.85 2020
919340758 Ridout, Milud 4.41 2021
587703932 Ganfield, Charlena 4.98 2018
316601067 Siliado, Addie 3.55 2019
096456565 Lingenfelter, Larysa 3.99 2022
582343167 Gaser, Lingmiao 1.98 2019
901026804 Bowe, Jessia 2.68 2021
972814738 Develbiss, Jianlin 3.82 2019
612970084 Kansky, Sandy 2.40 2022
754959159 Moorehead, Islam 3.05 2019
559697363 Gepner, Haitao 0.84 2019
105544665 Badalamenti, Dewayne 0.54 2022
853376536 Visher, Zakariaa 3.63 2021
369412619 Vahey, Karissa 0.99 2022
531687079 Henkle, Merzouk 3.21 2020
113313845 Rineheart, Bisma 0.01 2022
126810807 Gressman, Govinda 2.49 2020
551079587 Evatt, Richelle 3.88 2022
732078901 Omarah, Tonica 3.55 2021
403803453 Leconey, Daira 4.45 2021
060459077 Whedbee, Veronica 2.74 2022
117088858 Klan, Nehad 1.98 2018
333389224 Macha, Fania 1.67 2019
727104627 Bonett, Eduard 3.35 2018
636282154 Rhein, Isamel 3.16 2021
508865686 Beane, Lutgardo 2.72 2022
696257175 Bellish, Radha 0.87 2018
076740251 Paulsell, Till 1.16 2021
211716785 Josephpauline, Julieann 0.66 2019
342117297 Heimbach, Juvencia 1.04 2022
419005653 Tanimoto, Diocelina 2.34 2020
314911398 Cantoran, Merien 4.98 2018
708215517 Cary, Vidalia 1.83 2020
493809141 Hillery, Vidala 2.86 2022
021830870 Tallman, Nauzet 3.23 2019
586511936 Cannata, Yuneida 2.94 2018
843884412 Lotz, Prudenciano 0.31 2020
342074124 Karel, Rozella 0.18 2019
910842369 Renollet, Marco 3.06 2021
424640004 Raheem, Chahrazad 4.94 2022
287121929 Stegent, Kristen 3.89 2018
432806267 Strozzi, Yukiko 3.30 2022
333145978 Andersen, Robyn 3.79 2018
755317757 Curfman, Kwaku 1.54 2019
190086279 Gottdenger, Charlie 0.91 2020
619487211 Jorgenson, Osmel 3.56 2018
868457900 Popularis, Gianfranco 1.41 2021
124959245 Sonnenfeld, Fortunato 4.93 2022
112215803 Cardozo, Burton 1.80 2019
580776548 Merkel, Chaimaa 4.28 2022
365226561 Thalls, Batul 2.43 2020
883457117 Tome, Cletus 2.21 2021
608365821 Staley, Ayrton 1.87 2018
766384004 Leith, Sauc 2.60 2022
976846343 Erice, Gislaine 0.75 2020
320512729 Nevers, Onel 1.48 2018
089972070 Patchett, Melva 2.47 2020
908187738 Hant, Evgenia 1.27 2019
932294814 Busque, Denislava 0.64 2020
574396472 Felsenthal, Quilen 0.08 2022
269522109 Idris, Abibou 2.55 2021
867484753 Chadez, Ceesay 1.91 2018
762115634 Borio, Yessica 3.46 2020
609392213 Shappen, Amaru 1.21 2019
581354750 Villari, Yongguang 3.39 2018
001573747 Balazs, Azman 4.69 2022
661651546 Alejandrez, Nahed 0.34 2018
750022109 Pettengill, Jerusa 1.54 2021
708434021 Delson, Zhenya 3.85 2019
355740747 Daros, Joye 3.79 2020
615553377 Hermanowicz, Russell 0.17 2018
825320139 Gallegher, Encho 1.68 2018
223212201 Racki, Adelo 3.94 2022
517667154 Winslett, Lillie 4.06 2022
066696549 Kostelecky, Alfred 0.99 2020
565986863 Nofsinger, Junko 4.38 2022
995302453 Fowble, Erminio 3.75 2022
215711666 Groehler, Magne 0.59 2019
019967890 Thomeczek, Goio 4.97 2022
944123596 Mleczynski, Mahdi 2.27 2020
402096261 Turello, Zachariah 4.80 2021
153624946 Paulos, Nihat 1.18 2019
570896517 Wooster, Gabija 0.67 2021
223988100 Pinkard, Deñe 2.06 2021
691828436 Nuckoles, Valentyna 0.23 2022
672085385 Clerc, Basit 0.34 2018
081271653 Lapine, Alaina 2.76 2020
217193223 Ranft, Amaiur 0.87 2019
616766913 Bockelman, Hazel 4.31 2019
401509899 Tumbleston, Kam 3.66 2018
223141798 Billeter, Seferino 2.90 2018
646195665 Rudisell, Nama 3.31 2019
148684922 Berlacher, Aliena 1.29 2021
099585344 Codling, Ljubica 2.47 2018
170532796 Burchard, Wu 1.33 2018
871220253 Suire, Doria 3.27 2022
859698693 Wolfer, Lauren 2.30 2020
582758635 Doepner, Idaira 0.97 2021
047859363 Feret, Lydia 2.31 2022
008742459 Sella, Khamssa 4.74 2022
733837157 Cefalu, Yamina 2.91 2021
429377080 Helger, Suzanne 1.34 2018
111358955 Snellman, Zakia 1.73 2019
833500025 Doles, Berardo 3.73 2018
499767609 Rasmusson, Marizabel 2.78 2020
871838935 Kaaua, Gara 1.62 2021
658338725 Bettino, Brendon 3.61 2018
466316901 Dagres, Jiaxin 0.41 2020
315058570 Chaves, Quinciano 2.13 2019
206081163 Pina, Twanna 2.00 2019
667559082 Vugteveen, Kardama 2.20 2021
833692531 Bustinza, Gilmer 1.08 2018
051571068 Dausch, Rodolf 3.30 2022
805471009 Musilli, Ramos 1.29 2018
651662988 Zombro, Kin 4.34 2022
606130408 Ekstein, Aiwei 3.39 2021
591896178 Brierley, Boubacar 3.75 2020
782655682 Swenton, Liuva 3.51 2018
458594859 Vandevelde, Predrag 1.49 2018
210649892 Salviejo, Enmanuel 1.12 2018
350980754 Louder, Cammy 0.06 2021
564311493 Wage, Abdelmalik 3.02 2019
405854758 Schooling, Sayonara 3.34 2020
001635163 Weldon, Ane 0.79 2020
497849653 Himenez, Ilies 0.18 2022
801538222 Ransford, Jacinda 1.56 2020
800608456 Huter, Yordan 4.49 2020
866988362 Ovit, Julissa 2.41 2022
551143107 Elting, Yauci 4.10 2022
517102150 Shayne, Darwin 1.76 2022
165006064 Widgeon, Saada 3.00 2022
267589772 Keslar, Mustafa 4.88 2018
662391002 Roulston, Mailyn 0.55 2018
694851340 Romo, Zakir 3.32 2018
037863707 Slaughenhoupt, Rosia 3.49 2022
958413405 Wedman, Coman 3.68 2020
506629309 Cocuzza, Joy 4.98 2018
198029567 Venturini, Xaira 1.82 2018
156874879 Armiso, Ayrton 4.71 2020
161534547 Frerich, Rababe 4.12 2018
990076046 Loiselle, Nikolinka 0.99 2022
137860945 Stagno, Norma 3.72 2020
913652380 Littleton, Yuka 0.34 2020
231778325 Riffee, Kimberely 2.31 2022
703988321 Bashir, Guilherme 4.89 2021
461433966 Auprey, Valentyna 2.11 2022
202226905 Strous, Cindi 3.00 2021
903193036 Baldrige, Dinara 4.33 2022
247758229 Fitzmier, Mireilla 4.75 2018
979060919 Snater, Ashleigh 3.65 2020
367452652 Dazey, Sarfraz 0.68 2019
632576508 Wigner, Cedrick 4.74 2018
320360470 Blackhurst, Ranee 2.16 2018
336501476 Vaz, Essadik 0.18 2018
828124426 Beska, Anoir 0.36 2018
550527322 Siuda, Heradio 1.32 2018
415424635 Tear, Domonique 1.71 2018
095101856 Boyne, Eudes 1.71 2018
243555703 Rizor, Shera 2.55 2022
963401731 Mazzo, Prudenciano 0.74 2022
360713769 Levandoski, Yosu 4.44 2018
108237048 Zbierski, Floro 2.47 2022
193016969 Yeaman, Marusya 0.73 2020
118460333 Hameister, Darryl 2.63 2018
227175261 Batrez, Istvanne 3.12 2019
242487950 Pacheco, Brigita 2.52 2019
897908494 Feierman, Kalina 3.38 2022
702674456 Steczo, Jennell 4.85 2020
034768038 Pomerance, Guillermin 3.13 2022
585902526 Boneta, Culita 4.19 2020
711306253 Scrobola, Keila 1.14 2019
880116721 Dubois, Jerald 2.31 2019
463002007 Dewaard, Yeremy 3.95 2020
774702474 Rogstad, Shaoying 0.77 2020
854575173 Scheumann, Nolwenn 0.12 2021
492061852 Ferron, Keltse 4.53 2018
227016530 Bertagna, Haifen 1.94 2019
473536070 Boehning, Szilvia 3.89 2019
635268987 Laroque, Suimei 1.91 2021
990972516 Harapat, Geovani 3.80 2021
704366021 Sutkus, Georgiana 1.06 2018
625725383 Rumer, Adalberto 1.40 2020
772508598 Warchol, Electra 3.83 2021
942930610 Rosich, Todd 0.64 2018
807966838 Patience, Crisologo 3.37 2019
392953899 Theimer, Mitchell 3.51 2020
023127701 Niziol, Catuxa 2.52 2021
129963187 Pischke, Harsh 2.37 2018
878632086 Fornerod, Amer 1.94 2020
219338039 Flow, Vitorina 2.75 2019
188448148 Culler, Roselin 1.27 2020
778414309 Kaeding, Yiming 2.47 2022
752941081 Hisey, Slavica 3.68 2019
363655170 Tremmel, Azzeddine 1.50 2020
457866983 Moots, Aretha 1.05 2019
886283441 Mcelmurry, Monina 4.74 2022
386004261 Curl, Francesc 5.00 2020
514190493 Sapko, Seedy 0.49 2021
697804983 Swearingin, Wallace 2.03 2020
594558059 Capponi, Erling 0.39 2021
682840235 Dildine, Giorgina 2.80 2019
448585479 Esparsen, Lyubomir 2.43 2018
852430362 Barbor, Primavera 1.60 2019
644914575 Faver, Boyka 4.66 2018
729396174 Serena, Aqib 3.47 2018
366850433 Krzeminski, Hongfen 1.57 2022
582816950 Loock, Samah 1.47 2020
100692383 Helmcamp, Marey 0.77 2021
310695618 Vandiver, Carmella 1.80 2022
398967438 Martiniz, Loura 2.89 2018
738044699 Frumkin, Rishikesh 0.41 2022
812537307 Huntoon, Luzdivino 4.84 2020
890778728 Orte, Sevdalina 1.37 2018
948834335 Kasperek, Modou 3.67 2019
459454558 Bedingfield, Resurreccion 0.37 2019
441755009 Wehrenberg, Enelida 3.83 2020
815370426 Standard, Salimou 2.30 2019
604318736 Bobzien, Svenja 4.92 2019
932661572 Metters, Xuewei 2.29 2019
319069183 Shrimplin, Benildo 1.27 2022
839729152 Kelsey, Transfiguracion 1.27 2021
600010490 Overley, Stanton 1.86 2019
926907771 Meggison, Boutayeb 4.03 2019
532838543 Emiliano, Kaitlin 1.52 2021
982489992 Ceasar, Cosima 2.80 2018
959493163 Hockley, Raza 4.11 2020
919246301 Choiniere, Chunying 0.78 2021
021704546 Steeples, Melchora 2.94 2022
222135594 Kinsella, Codruta 4.64 2020
333658327 Carmell, Arbey 0.34 2022
504526600 Kitagawa, Darcy 4.47 2020
643541313 Dickison, Liberada 3.66 2021
885332265 Lysen, Alaa 3.62 2021
859137117 Clayter, Cecilia 1.03 2018
140066481 Makley, Iain 1.09 2021
226278004 Agriesti, Alphousseyni 0.48 2021
874603422 Krumbein, Jiaxin 2.11 2022
172739477 Terhar, Giordano 3.56 2019
380588957 Woodhead, Brooke 0.63 2020
202110753 Zirker, Huifang 1.73 2022
036795402 Bisom, Angus 3.29 2019
105126061 Farabee, Amagoya 0.87 2018
604557027 Landquist, Luther 1.66 2021
124266895 Lightning, Asunta 4.17 2019
180064710 Curtsinger, Heping 1.94 2020
912981787 Pinegar, Hadj 2.02 2020
288529747 Srader, Neida 2.90 2020
872344042 Hoeffner, Gian 1.37 2022
117263263 Isbell, Mitrita 0.26 2018
407115219 Hyzer, Asser 2.22 2021
483983369 Spraker, Jingjing 1.07 2022
203735172 Hovanes, Monalisa 2.54 2022
355754459 Dyen, Nayla 1.34 2021
740569232 Ritmiller, Azul 4.69 2021
503224743 Muraro, Nasrullah 4.46 2019
218379456 Plueger, Biviana 0.24 2019
651063536 Eastham, Antonios 0.41 2020
554186456 Abston, Pengfei 2.46 2021
873564067 Peaden, Idilio 3.38 2019
844111971 Azzopardi, Aitzpea 4.15 2021
952809537 Nickeson, Eneko 1.79 2021
145583327 Weissmann, Ignasia 0.76 2020
874884756 Abshier, Shara 3.06 2018
186378416 Dohrman, Vasco 4.76 2019
479990521 Parrella, Geraldine 1.80 2020
661373274 Titler, Yunaisy 3.22 2018
285396643 Toone, Bayron 1.45 2018
862214056 Sindel, Abdesamad 1.65 2019
413075653 Rimson, Twana 0.16 2018
735832141 Williemae, Carminia 0.00 2022
347038393 Kurelko, Houriya 3.34 2018
878403465 Baumgarner, Elcy 0.18 2018
200470041 Shonka, Oleta 4.45 2019
381061985 Megahan, Manoela 0.79 2020
337505074 Varakuta, Anel 3.55 2022
055834544 Edin, Natividad 3.03 2019
115006971 Pflugradt, Anjela 4.40 2021
617986083 Boisclair, Carmelo 2.31 2021
060846841 Decorte, Birama 0.87 2020
793005830 Rios, Maryna 4.66 2022
336617090 Moorhead, Rafa 4.24 2021
278227042 Darling, Salas 2.63 2022
342957891 Mazuo, Sviatoslav 0.38 2021
930571345 Schamp, Fulgencio 1.52 2020
023678523 Ledain, Salca 3.27 2018
995869337 Scherbring, Corrie 2.89 2019
316282353 Gobin, Aja 0.34 2021
184608762 Mccarvill, Mignon 4.45 2022
357258563 Companion, Trandafira 1.20 2020
796868498 Arismendez, Marzouk 2.09 2020
132806218 Hausman, Nena 0.46 2019
788136733 Trollinger, Tahirou 1.92 2019
178708753 Sandoz, Hamoudi 1.03 2019
283691624 Stricklind, Gedeon 1.24 2021
701055890 Stewardson, Zubaida 1.75 2020
732477877 Cloyd, Warner 3.45 2020
931202731 Rein, Adriana 3.71 2019
632692219 Vandell, Naama 0.15 2020
428397667 Widby, Jonas 3.29 2020
941228335 Laliberty, Selena 1.97 2021
674313206 Filippi, Helida 4.39 2020
512688432 Granai, Coreen 3.09 2019
307826135 Antonis, Junyan 4.44 2019
944591354 Toca, Fatimata 1.59 2018
463389319 Plaas, Marbelys 1.49 2021
281759612 Derego, Jieke 3.85 2020
992489913 Mickelson, Hounaida 0.86 2019
987193411 Ciafardoni, Soulaiman 4.18 2019
466501900 Guelff, Edu 4.97 2018
509405334 Lahrman, Earlie 0.60 2022
595607614 Jacobovits, Crisanta 0.34 2021
137298517 Gobert, Hussam 2.82 2022
723712449 Wigginton, Leonela 1.23 2019
308478447 Wrye, Jeremie 2.57 2019
935189469 Pane, Jare 4.43 2021
977696818 Pozzuoli, Takeshi 4.29 2020
368058128 Schiavone, Ousama 2.05 2020
555265870 Aiporlani, Nydia 2.75 2022
436537969 Dobes, Indira 3.73 2020
705706076 Perdue, Quim 4.76 2020
635508731 Parsi, Arend 0.46 2019
215268547 Mova, Nikita 4.41 2022
536638653 Esmaili, Pius 4.59 2019
992512325 Headly, Jese 4.09 2020
713273843 Engessor, Salif 1.54 2020
300997646 Rudoy, Grady 3.67 2019
170342984 Skultety, Cristobal 1.51 2022
208184491 Bonno, Donovan 3.21 2020
288828367 Paguirigan, Guasimara 0.85 2019
006168075 Joki, Taleb 1.30 2021
402285543 Muina, Uxua 4.06 2018
036653572 Casselberry, Alie 2.57 2021
353765134 Raitz, Camilla 3.21 2021
185179096 Gabrial, Fode 3.23 2018
401522178 Valles, Liceth 3.60 2021
377014570 Hluska, Baudilia 1.08 2022
586414487 Sandage, Miller 4.02 2020
945864145 Orszulak, Brynn 2.69 2019
935583554 Linander, Kathey 3.71 2020
079540055 Ahr, Martin 0.31 2021
368364007 Roesser, Koldobika 4.76 2021
801795756 Reglin, Jeffry 0.27 2018
750590232 Hogsett, Said 0.12 2020
309208864 Eurton, Fahim 2.51 2018
799252091 Kyte, Tynisha 3.77 2022
796909689 Kuhl, Khadiya 3.75 2018
958483219 Sullivant, Antea 3.79 2021
344122709 Mckin, Alisa 3.75 2021
716130937 Fontane, Muad 2.28 2019
858819634 Deleone, Concetta 0.22 2018
723501154 Hoeppner, Sarata 2.43 2018
886369449 Hainds, Maverick 4.09 2019
834173642 Hayzlett, Ruthie 0.01 2022
679637528 Connolly, Shaukat 0.64 2022
414565381 Kostyla, Fawn 3.39 2021
541149270 Mozo, Leontina 1.79 2022
114337620 Hoeper, Hutman 3.06 2019
289434128 Lenorud, Azdin 0.05 2018
535301605 Rott, Edouard 2.06 2018
784872610 Lempke, Margarida 1.57 2021
569494470 Sequra, Herney 0.98 2019
079130568 Blauman, Kattie 1.18 2022
864044928 Deboef, Thiago 2.49 2019
248647440 Cavallero, Gixane 3.72 2021
470540370 Kendrew, Judson 2.92 2020
986350866 Wu, Maximilia 4.68 2019
948356855 Petr, Fengqin 2.36 2022
123395682 Macrae, Attenya 1.55 2019
889811094 Weigelt, Batilde 1.57 2021
626234332 Vasey, Emanuil 0.88 2019
507265100 Bennerson, Uladzimir 2.28 2019
560838503 Miazga, Servio 3.51 2022
119993249 Jasik, Yorlady 1.50 2019
725452545 Gasbarro, Daoud 0.43 2021
354198745 Lotts, Dong 4.09 2021
557237042 Reichenberg, Rokaya 3.82 2020
064260581 Fleener, Setti 1.72 2020
514250160 Ciccarelli, Inge 0.45 2021
604047728 Randoll, Iosu 0.46 2022
788357138 Dugan, Julie 2.03 2019
790269520 Lesser, Sarjo 0.13 2018
457507005 Hansard, Ferney 2.07 2022
620852523 Batra, Jackelin 2.55 2021
532974095 Harthcock, Adolph 1.42 2019
435579192 Lingafelt, Essie 0.24 2022
659263510 Macconnell, Bara 1.92 2018
665655951 Roary, Nouhayla 4.78 2022
063009968 Denner, Sophia 4.58 2020
416180684 Janocha, Ftimou 3.22 2020
846084291 Woodruff, Kecia 1.52 2020
602843645 Doswell, Tabetha 4.86 2018
982219505 Lafler, Andone 1.75 2021
173611564 Ireson, Tareixa 0.57 2021
423239243 Crosby, Limbert 2.21 2018
384867739 Almodovar, Maisae 4.13 2019
209866050 Deaver, Cristine 2.81 2018
783353740 Passer, Christof 0.31 2018
304666677 Jochim, Marife 2.35 2018
920154872 Julye, Eudosio 2.42 2020
730805905 Salzberg, Irasema 3.11 2021
785391144 Crandle, Teo 1.26 2019
253313945 Plattsmier, Goreti 3.69 2021
689913422 Hannes, Carmelia 2.67 2018
138338280 Booker, Musa 1.17 2020
014261995 Kosanovic, James 2.33 2019
485548948 Hermosilla, Promise 0.58 2018
675199217 Buchanan, Najih 4.80 2021
376812801 Tinker, Aissatu 2.53 2018
789054790 Arrocha, Guifre 0.32 2019
603305857 Ortmann, Aureo 3.04 2021
320482243 Giacalone, Yuqing 4.03 2018
342710538 Prchal, Rongsheng 4.12 2020
