100000
852415188 Landavazo, Huiying 0.05 2020
588870552 Rivira, Giancarlo 4.37 2022
160927647 Werstein, Eliodoro 1.87 2020
071392773 Medicine, Asher 2.59 2019
385936499 Kuralt, Lluna 4.93 2021
467094679 Baris, Midiala 1.77 2022
518127155 Slayton, Steliyan 0.84 2019
461360403 Ronne, Jonhatan 2.96 2018
482922243 Costas, Slavomir 2.08 2020
721302671 Keanum, Contessa 4.52 2022
071940717 Perie, Baboucarr 3.25 2018
317482594 Hammette, Yattou 4.14 2020
690632738 Comoletti, Bailey 0.04 2020
448026404 Derosset, Dialla 3.17 2018
714130003 Straka, Cristie 2.85 2018
762563079 Singlton, Ansumana 4.61 2019
432211486 Bonvillain, Argimira 2.40 2021
880993771 Kerman, Yedir 1.40 2018
350412537 Johansson, Urbana 2.10 2022
946343811 Andris, Aydee 1.61 2020
778253655 Timon, Adriaan 1.36 2020
740111595 Katra, Lenna 1.46 2022
466582292 Nieman, Alexi 1.37 2019
771831173 Rodnguez, Akier 1.94 2018
863414676 Yeung, Angeles 1.49 2018
676225250 Fiorenzi, Darcie 3.31 2022
328380053 Walle, Anaisa 3.97 2020
826897059 Rhum, Meihong 4.09 2020
484955153 Kainoa, Eteri 1.82 2021
369825347 Rodemeyer, Surjeet 3.64 2019
608266466 Pliml, Filippo 4.79 2021
025792479 Mchargue, Alexandr 4.13 2018
192544223 Kentner, Mohamadou 2.31 2021
154669513 Cong, Wilford 2.95 2018
034127743 Quarrell, Achour 0.61 2018
037728137 Marz, Jara 4.44 2020
066461389 Jennison, Hipolit 3.83 2020
391490658 Garetson, Mariam 0.94 2020
161913243 Brozyna, Ilarion 1.35 2018
488428829 Simensky, Massar 2.82 2018
089495165 Fingleton, Shiyi 1.61 2020
134767759 Roats, Sirio 2.16 2018
651748981 Mention, Reba 4.38 2019
718904786 Vandevander, Aventina 0.89 2018
364585642 Colonnese, Germelina 2.76 2021
686099613 Jabaay, Sherwin 0.69 2021
120586291 Whorley, Bartolome 2.54 2022
673476076 Okoren, Mehwish 3.88 2021
523879295 Kijek, Enio 1.34 2019
159262973 Pickenpaugh, Estefan 3.79 2022
909176083 Frantzich, Martina 1.15 2020
979759074 Cruell, Aurangzeb 4.91 2020
247901361 Marn, Cleta 2.13 2019
595074971 Mensalvas, Shorena 1.15 2021
292190767 Zmuda, Jaimeta 0.33 2020
121132221 Ecklar, Albas 4.91 2022
153457207 Chkouri, Mabel 4.77 2021
839782559 Loskot, Ke 2.37 2020
913487836 Fruits, Elea 0.57 2020
269793617 Druck, Shelton 4.65 2020
842244735 Araneo, Ishrat 4.24 2019
054176589 Versace, Marliese 1.21 2020
197544639 Hennigh, Hina 2.83 2020
562876897 Fulliton, Lazara 3.51 2019
437891110 Serge, Katlyn 1.74 2019
860155100 Defide, Saadia 1.32 2018
119696987 Tacheny, Nazareth 3.32 2018
418393870 Nolle, Eira 4.48 2019
487592568 Partington, Diamantina 1.48 2018
482968217 Burck, Rama 3.56 2018
295132072 Jury, Weiliang 3.43 2021
443977704 Stemmer, Tessy 2.44 2018
774154881 Althauser, Alizia 3.86 2019
353304641 Vermilya, Todorka 0.73 2020
503970458 Gahr, Qiang 1.50 2022
113031603 Iezzi, Seedy 2.74 2019
549731352 Edell, Samyra 4.65 2022
687279284 Kolis, Marijana 0.93 2022
474733352 Constance, Dieguina 0.52 2019
180747080 Koulavongsa, Taoufik 4.25 2018
294028007 Wasko, Reyes 1.59 2022
991065249 Frantzich, Fabriciana 0.98 2020
883145699 Schieferstein, Jemma 4.48 2018
004742758 Nicholas, Delmira 0.44 2018
722380295 Wolkow, Malamine 0.99 2019
208608084 Bare, Victorino 1.29 2020
978864384 Betzig, Sisinia 0.38 2021
172637714 Lauchaire, Radostina 4.11 2019
586431020 Dill, Aslam 1.62 2019
378498612 Hofhine, Attia 3.84 2020
854002725 Covarruvia, Purisima 3.81 2020
184409804 Borromeo, Marielle 0.60 2022
121684020 Brune, Frederic 0.66 2018
936057159 Poinelli, Ligia 4.22 2020
523071854 Duncklee, Iruña 2.74 2022
252593263 Muenzenberger, Jens 0.69 2021
666046461 Dilger, Ulpiana 3.91 2018
375702804 Backous, Khadidjetou 3.74 2022
428543303 Klingenberg, Lander 1.89 2022
239955902 Dusch, Elana 3.61 2019
911833387 Blakenship, Caihua 2.05 2022
630394867 Kluver, Yared 1.85 2022
592763483 Kuzmin, Dandan 4.19 2019
269680768 Minnehan, Ghofran 1.51 2018
706698876 Kuthe, Elviro 4.20 2022
016930145 Gulbrandson, Endurance 3.31 2020
277037580 Winkler, Gianna 0.65 2021
497817216 Derusha, Eliseo 0.62 2018
103745926 Poehler, Arcenia 2.03 2020
264209387 Dimitri, Jhoanna 4.07 2022
529002539 Forshaw, Illia 1.38 2019
496860210 Pawley, Chengcheng 0.09 2020
690463847 Ermita, Prabhjot 4.02 2019
639736524 Ranmar, Eleodora 3.42 2021
153015688 Wanvig, Rehman 2.44 2020
016165896 Figone, Leandre 2.89 2020
596467593 Datri, Stephen 4.01 2020
389957305 Towle, Linnie 3.90 2022
327582179 Sofka, Souadia 1.79 2022
743910028 Rois, Tennille 3.70 2021
412684766 Kwang, Radmila 1.46 2020
351563944 Kolman, Abdelouahid 4.42 2022
986966449 Hawelu, Amatallah 1.77 2020
252770063 Brainard, Mammie 1.71 2019
081392543 Potucek, Noralba 2.58 2020
465234404 Jacocks, Arfang 0.10 2021
641335660 Desak, Janel 1.34 2022
498881786 Weiglein, Safina 1.70 2018
862941211 Lochner, Reinelda 2.18 2018
195642816 Sackett, Ema 1.11 2022
905056312 Gillett, Nabil 2.64 2021
184924590 Shough, Anibal 4.18 2020
069966703 Huckeba, Irantzu 4.80 2022
212345267 Brackman, Tonka 0.69 2019
962698493 Aud, Lutgarda 4.29 2022
759173545 Priem, Ararat 0.63 2021
389045295 Gunsolley, Seema 1.48 2022
992223952 Jory, Area 0.79 2020
530780446 Upole, Faith 2.67 2019
953708189 Menne, Mimi 2.01 2021
271192934 Ringbloom, Tata 4.78 2021
906147139 Lienhard, Veridiano 1.71 2021
001164258 Greist, Mildred 2.12 2018
879081035 Vanham, Dennys 3.63 2019
154820752 Brickhouse, Nadina 4.36 2018
614343372 Pergola, Martir 4.40 2021
735260257 Cutlip, Kalilu 1.23 2019
636288119 Altenbach, Olaf 1.23 2018
953775742 Abramovitz, Kandeh 3.85 2020
016267600 Barnas, Vitaliana 2.46 2018
367632824 Sprunger, Junhua 4.28 2018
001118406 Victorero, Ferdaouss 2.82 2022
252411483 Overkamp, Prisciliano 1.88 2020
762754230 Javens, Hedwig 2.47 2021
976110350 Niskala, Dominica 0.15 2020
565512369 Janos, Rosal 2.25 2019
830125859 Welland, Jhoana 0.46 2021
022760013 Bakken, Chia 4.16 2021
236430368 Voge, Jene 0.18 2019
627059208 Gau, Constantin 4.72 2019
234592783 Larmore, Adelle 3.39 2019
701997087 Zeiler, Abdelouahhab 3.69 2021
062789904 Jares, Marta 2.00 2020
146870501 Hapeman, Lambert 0.90 2019
527305287 Carrero, Floria 4.90 2021
851989023 Mcroberts, Sonia 0.54 2022
921279359 Adkison, Miluta 2.62 2018
651174037 Biancardi, Llarina 4.82 2018
624564804 Shackford, Teogenes 0.26 2018
461427317 Buehlman, Adelfina 4.96 2022
621868315 Peirce, Mina 1.72 2020
614114417 Scronce, Cuiping 2.22 2022
542184099 Cutaia, Stephania 0.07 2021
812575389 Rennick, Meryama 0.02 2019
052288190 Doede, Madou 4.61 2019
896301683 Gennette, Valvanera 3.93 2018
964835040 Beuttel, Zixuan 3.22 2021
715948199 Sublette, Lahcen 3.38 2022
914958907 Roering, Karamo 4.26 2019
330045305 Cirilli, Torsten 0.24 2018
871078120 Mahfouz, Anastasiya 1.18 2022
232523342 Sulit, Enara 0.43 2021
495902313 Bundick, Lorean 2.35 2022
225687692 Menjivar, Vernie 4.88 2021
487638683 Kokoska, Peter 1.52 2019
804001952 Cruson, Elizabet 1.73 2019
202553587 Zelasko, Gaofeng 1.50 2022
636659009 Reily, May 2.92 2021
593403849 Bracaloni, Venerado 3.10 2018
508322960 Jeanlouis, Minodora 3.35 2018
651209677 Solymani, Rosal 3.63 2018
679561608 Heubusch, Lucia 4.71 2022
743103478 Shkreli, Yinet 3.51 2018
136611723 Senna, Yuyan 0.07 2018
800991290 Dewit, Monty 3.52 2022
194313082 Leyendecker, Benardino 3.06 2021
216441788 Pinilla, Layonel 0.47 2021
924168662 Bubak, Hadda 1.56 2020
567993423 Jethro, Gaspare 2.13 2020
714815833 Pflieger, Fausi 3.45 2020
168329322 Pierson, Devabhuti 4.27 2018
431332306 Vestering, Concepcio 2.71 2019
750243399 Mauceli, Baudilio 0.06 2021
688404543 Stezzi, Erlaitz 1.85 2021
391066621 Chea, Hinda 2.14 2019
191406691 Cascone, Merideth 4.28 2021
034084240 Zuckerman, Meifang 4.31 2020
976634010 Thebeau, Yuhong 2.00 2022
743318135 Knigge, Aba 2.39 2022
340898807 Cittadini, Koro 0.64 2021
359418036 Retter, Herta 4.79 2018
731199903 Southwood, Natacha 3.33 2018
094955989 Laranjo, Hayk 2.42 2019
253823044 Nagele, Tere 1.03 2019
136489826 Reibsome, Adamo 1.73 2021
378567736 Arlinghaus, Emanoil 2.94 2020
237402681 Schlather, Niama 4.13 2022
197030801 Byant, Axular 1.18 2020
339941743 Preskitt, Boudali 0.61 2018
292457365 Carilli, Inha 3.93 2022
616064096 Rapkowicz, Iusra 3.02 2020
348606890 Vathroder, Reinaldo 1.40 2022
418934595 Fontillas, Sharmaine 3.21 2021
967548681 Dalonzo, Saidia 4.10 2020
850784232 Aschenbach, Sevgyul 4.54 2021
305335835 Dedman, Ylda 2.41 2019
428462719 Runkle, Filip 1.12 2019
532939827 Bowering, Irenea 2.96 2018
126400900 Kin, Marjan 0.92 2020
864360234 Harbeson, Dayara 4.02 2022
013670423 Wiginton, Sohra 2.04 2018
999860202 Mulcahey, Rema 1.24 2020
316695654 Kylish, Abdou 1.13 2019
795824350 Opielski, Aissa 1.66 2022
404222421 Muhn, Merab 4.16 2022
606655092 Kimpel, Oria 0.57 2018
412675281 Kruizenga, Constanze 3.53 2022
529523336 Tremillo, Lisbel 4.50 2022
997698862 Kanode, Navjot 0.20 2018
276220819 Cornwall, Kousar 2.21 2021
568759756 Lampron, Lakeshia 2.37 2022
184241038 Masure, Eylo 3.10 2021
857781195 Fonte, Eguskiñe 4.77 2022
930428258 Sparkes, Sindulfo 1.58 2018
052867002 Teicher, Rosio 3.64 2018
236497718 Lattanzio, Azza 3.22 2018
713109272 Hokula, Maximino 2.20 2022
572173861 Andruzzi, Salley 1.48 2020
853339423 Franzini, Daiana 3.96 2022
911456738 Tobe, Xiangyang 1.25 2022
720541063 Bouck, Louiza 1.16 2018
553264646 Arbizo, Abdennasser 4.39 2020
665630820 Trimmer, Abdennaji 3.31 2022
883292900 Loehr, Kenai 0.11 2021
215793971 Geraghty, Kadia 3.17 2020
470099492 Branstutter, Maryna 4.85 2018
441347566 Valant, Txell 2.67 2021
095307662 Maglioli, Din 2.92 2018
883008713 Fegueroa, Zhijun 3.57 2022
169453253 Brockman, Deandrea 0.57 2018
233568755 Degonia, Cornelia 1.54 2022
437059213 Armengol, Kisha 4.89 2021
373984451 Wydler, Florian 1.20 2019
009506373 Leaman, Faical 0.65 2019
628514812 Rapalo, Russell 3.35 2022
332563828 Atoe, Elie 1.90 2021
930471054 Helgren, Viktors 1.95 2021
951874745 Vroman, Yanai 2.08 2022
976599576 Pizzola, Quintino 2.35 2022
183716764 Lanzafame, Umaro 2.40 2021
650366270 Beyda, Maider 1.00 2022
570871060 Beatie, Izaskum 4.93 2018
796659515 Engfer, Madlyn 1.16 2022
158025852 Knyzewski, Lupe 1.44 2019
714465351 Simoes, Kawtar 4.96 2020
423106426 Fandino, Jonny 4.09 2019
354941181 Lafler, Desideria 0.75 2018
542706751 Morphy, Lamiaa 3.96 2020
272714263 Sucher, Lorina 1.59 2020
620591028 Jorres, Fausia 4.36 2018
010512910 Welzel, Rayko 2.31 2022
213821493 Habenicht, Nasser 1.21 2019
811802782 Home, Ketty 3.71 2018
452214435 Gietz, Zaida 2.90 2022
451259904 Thoren, Wentao 0.57 2018
733680022 Luthy, Maribel 1.91 2022
719868218 Freshwater, Meizhu 2.34 2019
459455339 Isaacs, Adelio 1.73 2018
353657021 Bissegger, Sagara 2.70 2018
206889926 Strzalkowski, Harpal 1.59 2018
342377181 Daffron, Emma 0.20 2020
032966915 Ukena, Rasheed 4.47 2018
695004152 Turrey, Xinli 4.26 2022
336845431 Berthelsen, Debla 0.76 2020
885838406 Trombetta, Aksana 2.73 2018
638141241 Czapor, Ixiar 0.47 2021
723278254 Oguendo, Jene 0.50 2018
439298469 Buchinsky, Intisar 4.08 2021
871770429 Hoke, Ben 1.37 2019
492289220 Tannahill, Luisana 0.37 2020
900958900 Kubacki, Felisberto 1.02 2019
168067857 Chevez, Ansumana 4.60 2020
539866678 Naasz, Jazmine 2.65 2021
583899771 Sumstad, Nadjet 0.46 2018
258970185 Nienhaus, Lashanda 4.29 2018
356921528 Ribble, Amparito 3.44 2018
849164716 Brack, Elson 1.27 2020
562827817 Huckabone, Severina 4.48 2021
482709884 Davidowicz, Nicuta 0.98 2021
831536842 Parmer, Devon 1.75 2022
238411566 Bayley, Holly 1.05 2022
167147320 Erie, Weiyan 3.99 2019
493268892 Mcclinton, Mee 0.41 2019
495897683 Mccuiston, Yariza 2.88 2019
919250634 Losier, Ioritz 4.82 2020
912054375 Hunte, Gioia 4.49 2018
684256011 Turkus, Eamon 4.20 2019
977252575 Cardello, Ilias 3.73 2018
678737052 Piepenburg, Pablino 2.16 2020
086204015 Lecher, Harwinder 1.84 2020
293353622 Chau, Alphonso 3.71 2018
271626097 Lippy, Danel 0.15 2022
690183186 Osmundson, Ping 2.93 2018
300991076 Roundabush, Jeannette 4.03 2020
562363607 Carmen, Jianwen 4.73 2020
640963724 Demelis, Delfin 1.97 2019
780563170 Fujii, Jacinta 4.92 2021
791139911 Borstad, Yollotl 0.65 2018
172969097 Demoney, Stivan 2.73 2019
997918738 Devenuto, Rhoda 3.62 2018
740478779 Warne, Xuyan 0.20 2020
144245057 Broody, Jurijs 2.24 2021
304837716 Fiorello, Iqbal 1.03 2020
680866539 Kappeler, Changsheng 2.08 2021
576130541 Landenberger, Asun 1.98 2018
518558379 Siebenaler, Fern 4.15 2022
394610006 Yarrington, Haj 1.09 2019
272289591 Prinzi, Fanuta 3.61 2020
181035283 Fraise, Orfa 2.43 2021
211121587 Tilson, Andronico 3.74 2020
768450446 Fuschetto, Delaine 0.51 2018
576037282 Ferdinand, Rumilda 1.38 2019
690932296 Higby, Kia 1.54 2020
871167504 Teitsworth, Brigit 1.86 2021
558652501 Dipaolo, Alethia 3.51 2020
759464771 Vanbibber, Estanis 0.48 2018
149726629 Ohlhauser, Plautila 2.49 2018
202928106 Inglis, Lourd 3.64 2019
392745519 Knepel, Joi 1.87 2018
988257432 Wasylow, Ronna 2.02 2022
737851724 Dirkse, Magaret 1.09 2018
686646945 Applin, Tudorita 0.38 2022
429118485 Carualho, Parveen 0.94 2018
277412439 Woodhead, Tenesha 2.34 2022
415217250 Appana, Sunita 4.48 2020
172440805 Mrozek, Vidalina 2.89 2021
946251555 Egersdorf, Christal 0.67 2021
065131356 Seahorn, Fredy 3.00 2020
208471002 Dexheimer, Malainine 3.38 2022
579516721 Labrecque, Wahba 3.37 2022
608381751 Chalcraft, Ashli 0.48 2019
918200871 Pelton, Anel 1.36 2019
783651742 Qunnarath, Mhammad 2.10 2022
515350793 Nesby, Satnam 1.00 2018
645538065 Hillanbrand, Lashell 4.18 2019
662182513 Gabbay, Nassera 0.87 2022
188529682 Bamfield, Tracey 1.66 2019
389023912 Schoebel, Boutayna 2.81 2022
249710452 Scherr, Samvel 2.24 2019
838035119 Sinnott, Claudiu 4.03 2022
296040933 Schaffter, Adelayda 3.78 2020
035579432 Lekan, Ghulam 4.28 2019
517851712 Trinkl, Asuncion 3.46 2018
786299678 Olbrish, Kebba 4.93 2018
827689975 Choates, Poonam 1.67 2020
727347114 Belvin, Jieke 0.20 2018
932936306 Sajorda, Mariuca 1.22 2021
840804859 Olli, Zoita 1.86 2021
922945256 Biddinger, Recaredo 2.85 2022
627714979 Marentez, Norayr 3.75 2021
063944941 Cogbill, Sikander 1.31 2022
045559976 Magri, Mayte 4.12 2020
542184269 Shadduck, Hortencia 0.09 2020
750611534 Mcinnish, Gal 2.68 2020
666508983 Westervoorde, Najate 3.95 2018
284165386 Kraus, Lakesha 0.35 2022
722719596 Tallada, Aliana 2.85 2020
790162742 Mattan, Banessa 3.54 2020
539476986 Tratar, Ilham 1.41 2019
846049180 Nichelson, Stephanie 4.09 2020
195487737 Deroberts, Marianny 4.44 2022
830309571 Wehrheim, Shuai 0.39 2019
758287286 Sczbecki, Anait 0.44 2018
541784925 Bostain, Sancho 0.25 2020
461617315 Gravlin, Jianfang 3.90 2021
100573012 Moldonado, Gertie 1.51 2021
654651131 Gomez, Purisima 4.88 2021
561248576 Gastley, Talla 3.99 2022
707961045 Simonetty, Vicencio 1.44 2019
639439478 Ovando, Arcangel 2.37 2021
898870194 Bouyea, Zoubair 3.56 2020
394969285 Coffill, Kuldeep 1.43 2019
122521825 Reddoch, Zona 2.43 2020
617265614 Mcraven, Ryann 0.22 2021
935453132 Insley, Elizbeth 2.08 2019
344424864 Alejo, Geovanna 4.01 2019
140446308 Zablonski, Fatimah 1.64 2019
194756935 Lesa, Barbie 4.96 2018
212212880 Kallman, Brain 4.11 2018
327588608 Ging, Karey 0.87 2020
863137853 Villarruel, Albertine 3.06 2022
293795215 Schaber, Clarisse 2.69 2020
555465424 Knedler, Luzinete 3.29 2018
237926115 Spalding, Airin 0.80 2018
945376852 Adels, Yovanna 4.56 2020
658425746 Landingham, Yarelis 2.51 2021
103026547 Tobosa, Harpreet 1.07 2021
303575688 Avirett, Louhou 2.56 2020
856739103 Argall, Alcina 2.11 2022
569901924 Fredericksen, Georgeann 3.37 2019
999932592 Paskert, Gumercinda 3.70 2022
522742851 Grierson, Melibea 4.14 2019
696548329 Vanderzwaag, Alain 4.77 2020
859062720 Gretzinger, Olmedo 1.67 2020
618605561 Szmalc, Nonato 2.77 2020
013135043 Filoteo, Devala 3.46 2021
133277471 Sauter, Sharolyn 4.13 2019
936826355 Osterloh, Oilda 1.37 2020
696597141 Lohan, Ixone 3.82 2019
122496153 Espanol, Isamael 4.67 2019
693536281 Heinecke, Aintxane 0.61 2020
695865813 Bornman, Vida 1.77 2019
293956367 Stittsworth, Cleiton 1.03 2021
754603202 Siket, Binetou 0.59 2021
001932654 Wanzek, Yanely 3.62 2020
375259584 Giffen, Zviad 3.96 2022
308633689 Balletto, Demir 3.14 2022
491449019 Beger, Daylos 3.34 2020
991603314 Falson, Enma 3.56 2021
448198560 Kupferberg, Dositeo 0.04 2019
938822464 Malone, Ridouane 1.56 2021
190974763 Jerden, Etor 1.05 2018
456908175 Fishburne, Cenaida 0.51 2018
985845742 Loukota, Gentil 4.69 2019
040872201 Daughton, Nastase 0.87 2018
008638172 Riexinger, Engracia 0.09 2022
633834258 Taves, Llum 2.34 2022
514560894 Giner, Toumani 1.54 2020
341482121 Hilario, C 0.01 2021
669079428 Fraklin, Hazel 2.55 2021
665944982 Janis, Berenice 4.31 2018
288196396 Maddry, Reveca 1.76 2021
111744734 Difusco, Retta 3.78 2019
146858647 Amedeo, Warda 4.85 2021
620324187 Hackmann, Katherin 2.27 2021
174601320 Owens, Apolinar 0.16 2022
745349570 Menso, Egoi 4.57 2020
905421169 Riddel, Abdelouahad 3.65 2020
358770566 Hoegh, Aladino 2.88 2018
637019176 Kamaunu, Malia 3.49 2019
970920820 Kurokawa, Sofyan 2.80 2018
472928699 Hasenberg, Adolfa 0.77 2021
520685263 Sweetin, Kiova 1.66 2020
580129695 Muraro, Avram 3.14 2018
223150776 Rollans, Kaloyan 2.08 2021
813124867 Skousen, Anhelina 3.93 2020
095764896 Karn, Almira 3.29 2020
218732086 Hila, Kaye 4.00 2019
338034040 Barte, Hripsime 0.69 2021
579660402 Yockers, Ziad 0.44 2019
421134529 Eichenauer, Cathrine 2.95 2020
032252820 Riemann, Mariuxi 2.74 2020
123626941 Irizarry, Macy 0.84 2019
798482603 Brothern, Sanora 0.56 2022
090589064 Viessman, Alleen 3.22 2021
856182923 Decourt, Serotina 3.49 2020
343294364 Zellmann, Yngrid 4.91 2020
193745538 Schak, Sarahi 2.36 2020
803408963 Korn, Banda 3.06 2018
557737705 Wagnor, Dior 0.16 2021
409899810 Schmelter, Thierno 4.79 2022
865093066 Pomrenke, Hamudi 4.26 2021
252712942 Brenes, Saad 2.77 2019
175029178 Karagiannes, Charifa 3.57 2022
731409339 Homola, Huaying 0.72 2020
555617619 Mcneeley, Jinhai 1.07 2019
391764610 Garvie, Veta 3.27 2021
283599661 Mina, Gurjinder 2.93 2018
646564739 Hardaker, Ziqi 4.64 2021
418037026 Carmicheal, Fairouz 3.50 2019
065680879 Basco, Espartaco 2.79 2021
524770299 Alger, Lajuana 4.75 2022
502488179 Litzinger, Vikram 0.94 2021
253503135 Juhnke, Clive 0.50 2019
932326154 Gallipeau, Austin 0.27 2019
305580991 Macdougald, Buenviaje 3.16 2019
353222086 Acquaviva, Svetozar 3.12 2021
741120468 Guerrier, Polidoro 2.32 2021
552321880 Gaukroger, Pasion 2.01 2022
789779463 Curra, Glicerio 3.97 2020
309956004 Spragg, Meghan 4.94 2019
245573229 Roberta, Tsveta 1.67 2020
913780478 Delosrios, Sants 1.49 2019
340088530 Skinnen, Eutilia 0.46 2019
587246239 Zielesch, Zelma 2.49 2022
126927869 Laris, Sidonio 3.32 2021
106472832 Wiede, Zulqarnain 1.54 2021
965436251 Westlake, Fructuoso 1.65 2018
417212764 Regen, Justiniana 0.83 2019
305784491 Petrides, Christian 1.66 2018
252132454 Tedeschi, Canto 3.76 2020
319820611 Fayson, Galatea 4.51 2022
363027091 Maranto, Kay 3.92 2021
664051942 Kaczka, Samra 3.56 2021
548603609 Funk, Crispina 1.56 2022
813255163 Brinar, Heather 3.79 2018
934489072 Siracusa, Iñigo 0.94 2021
733771382 Kremmel, Stacy 2.48 2021
908711305 Wirtzfeld, Serine 0.85 2018
356553429 Digiacomo, Luann 3.47 2021
659760538 Tesseyman, Kwame 4.41 2020
758445409 Wallenstein, Aicong 2.53 2022
920525063 Melchiorre, Estelita 1.39 2018
188609475 Birkett, Deimante 1.07 2021
379217729 Coones, Uvaldina 1.96 2021
478597023 Gonzale, Gener 4.37 2018
644521098 Szczeblewski, Ilene 1.52 2022
277441371 Commins, Ericson 0.72 2020
991249116 Hanock, Milva 3.34 2018
281239860 Presti, Avtar 2.27 2019
601967341 Helfen, Noureddin 0.04 2020
569737776 Hecht, Anghelus 2.96 2021
732415003 Ketelhut, Prisca 2.48 2018
058393179 Hankinson, Fileto 4.50 2021
127028790 Dustin, Amrinder 1.09 2022
520379282 Alhaddad, Nerida 3.69 2020
674117215 Wallet, Modest 1.88 2022
853631987 Roggensack, Es 1.44 2022
986341468 Pangan, Zilvinas 1.04 2022
936775343 Henandez, Ioseba 1.23 2020
930489610 Gabbert, Harlan 1.60 2022
040847941 Beachamp, Haifeng 3.25 2022
327344704 Wallace, Xabel 0.66 2020
008981890 Baroldy, Brahma 4.74 2022
486469427 Krolikowski, Ezzohra 4.76 2020
466786187 Buscher, Shuang 0.91 2021
500883702 Mankins, Plinio 1.22 2019
433833094 Beyda, Iyana 3.49 2018
479290200 Cicchetti, Peace 4.05 2018
661393729 Totty, Sixta 1.47 2018
598848839 Brodess, Fathia 4.52 2019
186493318 Pone, Neida 0.31 2022
093104495 Adner, Romaine 0.15 2018
142645509 Bakemeier, Raiza 0.11 2018
348195445 Cestari, Jinhong 4.61 2021
316151503 Gervasi, Caihua 3.62 2018
490743894 Frisinger, Sorangel 2.90 2018
736362569 Lipkind, Sun 3.37 2021
732898746 Grumbine, Dida 2.32 2021
244396143 Aries, Graciliano 0.85 2020
626465544 Hunze, Inocencio 4.71 2019
746044634 Wiegand, Xinfeng 4.20 2022
232319097 Candee, Devorah 3.70 2018
170569811 Demesa, Jianwu 2.06 2020
333722886 Reaux, Elia 2.73 2020
676616391 Trivino, Yordanka 1.00 2019
910077424 Coppinger, Dragica 4.10 2022
362632453 Slavis, Chomicha 0.21 2021
748103864 Odon, Arunas 2.09 2022
521196616 Pelot, Imar 3.87 2019
723093849 Strode, Moritz 1.73 2021
508022526 Morario, Torie 0.62 2020
999317736 Laun, Amran 2.02 2021
227302327 Nabozny, Bartolome 2.45 2020
554434019 Baruffa, Hongli 2.30 2022
137643840 Bothner, Celesta 4.54 2019
625754595 Pippin, Zulaika 4.24 2020
700125361 Steinberger, Jovanka 0.36 2020
736460036 Huth, Limber 0.77 2018
036630768 Varanda, Kebir 2.01 2021
244273591 Hollemon, Wahib 4.94 2021
880471578 Sardo, Expectacion 2.23 2020
982143658 Choma, Luka 1.12 2022
170301281 Peavy, Min 1.86 2020
353937275 Dillingham, Arvydas 1.49 2021
863279573 Grodin, Xiaoqin 4.76 2019
256183802 Bidlack, Ilja 1.62 2018
585198004 Weller, Algis 1.29 2019
982179941 Mestre, Inger 3.91 2022
167585818 Mayhorn, Kely 3.42 2022
584772905 Ripley, Yili 0.14 2018
190066028 Jordison, Gilda 4.86 2020
438694710 Walkley, Peli 3.31 2022
108159055 Notley, Yaroslava 2.09 2021
335579867 Oram, Kimiko 3.00 2021
759664059 Munsinger, Nadege 2.20 2022
