000027379 Trachtenberg, Illia 2.18 2021
006453243 Haass, Amalur 2.54 2020
006470085 Cutting, Yone 2.44 2022
006473249 Branting, Yossra 3.42 2019
006478443 Merk, Isacia 1.58 2020
006508456 Eblen, Limberg 4.33 2019
006525299 Araki, Sheena 0.50 2022
006525449 Odougherty, Leodegario 0.59 2020
006527777 Langbehn, Ernestine 4.28 2022
006532371 Marani, Dariya 3.61 2022
006544107 Counce, Ayse 0.63 2019
006546351 Broyles, Aintza 0.75 2021
006552556 Delamater, Yuqing 2.25 2019
006559799 Cranor, Hermindo 1.06 2019
006563844 Matrisciano, Magi 4.86 2020
006569372 Angles, Lenka 3.87 2018
006576195 Kilkenny, Elenka 2.07 2021
006581711 Talamo, Kin 4.31 2021
006584189 Nemetz, Costanza 0.58 2022
006588413 Cantara, Maravilla 3.50 2018
006626822 Guerrette, Romina 3.17 2020
006640868 Cravy, Belkacem 3.00 2022
006645708 Comeaux, Arian 4.73 2020
006649909 Bibian, Ahinara 3.62 2021
006654730 Diallo, Patrocinio 2.40 2022
006667472 Gioia, Duna 1.12 2018
006669537 Hasenbeck, Arleen 3.87 2021
006685710 Welke, Yawen 4.83 2019
006692800 Eldridge, Burgo 4.58 2021
006703134 Willitzer, Renat 1.27 2018
006717760 Liedke, Pinkie 0.34 2018
006723687 Scotty, Choukri 4.67 2020
006724611 Hegener, Terencia 3.76 2021
006730161 Jewell, Abderezak 2.72 2021
006745409 Bechtel, Cora 3.05 2018
006758944 Frascone, Zulima 4.18 2022
006760060 Zizza, Chavdar 3.61 2021
006764478 Ottogary, Zoe 0.62 2020
006778501 Gubala, Ravi 0.75 2021
006780557 Eledge, Aladji 4.45 2020
006784925 Alavi, Ansou 0.15 2022
006785954 Rudish, Alegria 0.48 2019
006785989 Gossen, Ameur 1.62 2022
006787077 Beckett, Yuwei 3.28 2018
006791931 Degree, Vlado 4.30 2022
006796840 Daubenspeck, Jhenny 4.30 2020
006800085 Andre, Estelia 3.25 2022
006816210 Scher, Adriadna 1.46 2018
006822226 Mendelowitz, Pasqualina 2.39 2019
006830017 Hasch, Cielos 2.68 2021
006864530 Wiget, Ponç 1.97 2020
006889994 Seppanen, Mengmeng 2.79 2022
006895624 Farnes, Erundina 2.27 2021
006896862 Bado, Ekhiotz 0.25 2018
006898786 Williby, Adria 0.46 2018
006899466 Lehane, Arman 0.34 2021
006924862 Candon, Chance 1.76 2019
006938832 Reist, Rubie 2.46 2021
006986573 Burrous, Coromoto 1.74 2022
006989404 Luzi, Rabea 1.05 2020
007001184 Moskos, Aithana 0.17 2022
007019313 Boissonnault, Mohamadi 1.14 2019
007022825 Norfolk, Nam 4.17 2021
007027547 Gladfelter, Germaine 0.40 2019
007030750 Lugo, Libor 3.08 2021
007033294 Mowles, Seye 2.92 2020
007052742 Zsadanyi, Isabell 2.77 2020
007055374 Ibdah, Eliecer 3.84 2018
007061616 Ahmadi, Aurea 2.93 2021
007068835 Corgan, Keli 0.06 2020
007069598 Righi, Saioa 3.38 2020
007090744 Buccellato, Shana 4.89 2022
007093144 Warburg, Abdelwahab 0.19 2021
007102910 Kosek, Xue 2.55 2019
007124645 Austgen, Cassondra 2.20 2021
007127948 Stent, Tayri 0.01 2019
007140498 Pflugh, Achucha 4.01 2019
007141793 Lanclos, Trisha 3.09 2022
007154962 Flick, Chakib 4.60 2022
007157179 Racanello, Karly 1.38 2022
007172393 Crossfield, Amilcar 2.52 2018
007186272 Janusz, Gerasimo 4.31 2020
007214730 Wenning, Matene 4.24 2018
007219022 Straatmann, Lele 4.99 2019
007225767 Grein, Jagdeep 2.05 2018
007234617 Sarellano, Milda 3.98 2020
007277666 Bartlebaugh, Sunilda 2.18 2021
007278316 Molash, Ramiz 4.34 2022
007294166 Moneyhun, Ventura 4.32 2018
007298771 Coward, Lubica 3.12 2018
007318535 Ernest, Shaunta 0.30 2019
007326152 Lindboe, Apolonia 0.73 2018
007333315 Tammaro, Charise 3.14 2019
007334221 Olivera, Roumaissa 4.53 2022
007361895 Organek, Clare 3.38 2018
007367612 Waycott, Bharti 0.20 2020
007373570 Briagas, Thalita 3.25 2018
007383870 Respess, Stephenie 3.99 2019
007416988 Demotta, Simonne 0.93 2022
007416755 Fernette, Emiliyan 3.18 2018
007438514 Gardea, Adila 0.78 2020
007440757 Vanboven, Guillermo 1.36 2019
007444491 Barnathan, Dris 2.35 2022
007456418 Nicome, Fabien 0.93 2022
007460501 Duy, Frieda 4.99 2018
007468035 Segroves, Aintza 2.42 2020
007477071 Toki, Marco 1.38 2021
007489461 Wyland, Elizabe 1.01 2021
007498013 Diffley, Parmenio 1.56 2019
007506091 Hool, Kelle 1.05 2022
007515161 Trapper, Gillen 4.81 2022
007530980 Duplanti, Joice 1.11 2021
007538713 Nina, Jael 5.00 2021
007540294 Rushing, Ermelina 2.55 2022
007550153 Lovero, Vasileios 3.38 2019
007561160 Kinkin, Yarey 4.57 2019
007562763 Morgia, Edesio 4.13 2018
007600616 Kremers, Abdenbi 4.31 2021
007602172 Hessell, Godfrey 1.90 2019
007603915 Vacek, Maryrose 0.04 2020
007615816 Przepiora, Taisha 0.82 2021
007626181 Ferebee, Robby 3.58 2020
007637877 Kvam, Agua 0.01 2019
007651735 Gesualdi, Alimatou 2.68 2021
007654694 Mccaulley, Azman 3.56 2018
007666618 Romanoff, Bethany 3.42 2020
007674192 Koncan, Jessenia 3.71 2022
007680411 Boysel, Dung 0.19 2018
007697212 Denno, Sahel 4.78 2022
007716398 Neef, Anmol 3.49 2018
007718396 Nakata, Fawzia 4.84 2022
007726183 Mallin, Ferdaouss 0.20 2018
007737196 Cockerhan, Pere 4.99 2018
007738628 Manweiler, Priscilla 1.86 2020
007740166 Dehaan, Jahel 4.47 2020
007746925 Freise, Omara 0.43 2020
007752160 Malicdem, Meryeme 2.87 2021
007754007 Haakenson, Lais 4.72 2021
007781182 Mcbane, Wendi 3.47 2021
007804694 Traill, Grit 4.31 2022
007825279 Nina, Tresa 1.33 2020
007856080 Dragna, Ibrahime 1.78 2022
007866356 Dimiceli, Aisetu 4.69 2018
007886788 Mozo, Iliyana 4.79 2022
007906920 Merriam, Khaoula 3.62 2020
007921444 Wheater, Sumia 0.96 2022
007924594 Oberry, Kamala 3.96 2020
007957506 Bakhshian, Nabor 0.76 2022
007982027 Ozols, Zhongmin 1.75 2020
008000375 Gordils, Riquelme 4.98 2018
008003062 Boudinot, Niceta 1.46 2019
008011415 Javarone, Maricris 1.10 2020
008011681 Hagadone, Doa 3.85 2018
008017447 Overbough, Keanu 0.12 2018
008029192 Turne, Laban 4.26 2019
008030394 Bladt, Zoumana 1.25 2022
008031892 Montejano, Jiachen 0.00 2019
008035935 Earhart, Jordy 3.01 2022
008041553 Panora, Nelo 3.89 2021
008053117 Maso, Brittney 4.51 2018
008067128 Balmir, Josune 1.54 2018
008068422 Santiesteban, Yuridia 2.92 2020
008085860 Brough, Jiang 0.18 2022
008089085 Abato, Minel 0.75 2019
008096792 Erichsen, Nelea 1.59 2022
008098261 Chauhdrey, Israel 3.38 2021
008101236 Wiersema, Kraig 1.87 2019
008104673 Gastelum, Joselyne 2.43 2019
008106231 Bjornberg, Fathia 2.84 2018
008110674 Penderel, Maricris 2.22 2022
008135657 Medieros, Paata 4.06 2020
008135890 Hydrick, Jade 1.57 2018
008138984 Liptrap, Henriette 4.62 2021
008151023 Tagg, Zakaria 4.31 2022
008175464 Moisa, Sameiro 2.83 2020
008182616 Uniacke, Abdelkarin 0.96 2021
008185740 Frayser, Pavol 0.56 2021
008193923 Majersky, Ivanildo 1.23 2022
008218343 Yurchiak, Bodo 2.86 2018
008221343 Gilvin, Jinxia 3.01 2021
008222942 Hauger, Aiora 0.58 2021
008233936 Panton, Josemaria 4.28 2022
008262560 Lunderville, Chomicha 4.94 2020
008264478 Gagliardo, Jinling 3.50 2021
008274352 Leth, Susane 1.33 2019
008279647 Vassen, Anmol 0.61 2019
008280252 Hughson, Cari 1.14 2019
008287805 Cranford, Mina 1.24 2019
008302581 Rabil, Latifa 4.50 2019
008303832 Dockerty, Paula 2.25 2020
008304639 Serfass, Rumen 4.65 2018
008318191 Lukach, Perlita 3.70 2019
008319263 Tumpkin, Simi 0.72 2022
008328766 Hylands, Bernardeta 0.42 2022
008332950 Marcy, Jonattan 1.53 2019
008364472 Dimartino, Conchin 1.00 2021
008369212 Bonkowski, Cathaysa 3.02 2020
008392470 Castiglia, Llanos 1.68 2019
008400909 Rosaro, Jessica 1.22 2018
008418193 Mcmeel, Viera 2.35 2021
008424311 Lewton, Junping 0.27 2019
008431836 Wenske, Valeriana 2.13 2019
008436612 Berdes, Baba 3.59 2019
008446185 Vogle, Cyrstal 3.41 2020
008473420 Capoccia, Gerri 1.18 2019
008502584 Cyree, Lisha 0.73 2018
008516439 Tropiano, Xuban 3.62 2019
008519886 Jockers, Lirio 3.31 2022
008520909 Egersdorf, Melda 2.86 2021
008534803 Casimiro, Yihan 3.46 2022
008541072 Golbin, Sparkle 0.50 2019
008550237 Betance, Amada 3.79 2020
008563447 Apicella, Achim 0.14 2021
008571135 Hans, Arielle 1.34 2021
008573885 Colgin, Garry 0.54 2020
008584589 Tessler, Philip 3.36 2020
008602114 Serrin, Herbert 3.40 2021
008606128 Jarrell, Kostadinka 3.53 2020
008621602 Androde, Claritza 3.42 2022
008636175 Mcdade, Marisol 3.69 2022
008639548 Sandy, Afnan 3.17 2022
008646472 Zema, Josua 0.90 2019
008647866 Kerchal, Narda 2.89 2022
008653546 Trostel, Sevinch 1.87 2018
008684589 Cipolloni, Monalisa 4.78 2020
008691168 Evick, Happy 4.34 2018
008697623 Mulch, Kamilia 4.40 2019
008706664 Behrenwald, Leydis 1.86 2019
008742459 Sella, Khamssa 4.74 2022
008747949 Loerzel, Roselina 4.77 2022
008749395 Busher, Yisenia 3.85 2020
008750140 Agar, Atiq 1.65 2019
008756929 Wyne, Elin 2.74 2018
008771422 Hultgren, Milana 1.46 2020
008776016 Ragusa, Yama 4.28 2019
008781077 Stanifer, Carisa 1.69 2020
008784547 Nemet, Yaretzi 0.58 2022
008788455 Goans, Patience 3.53 2020
008792228 Schumpert, Abdelkerim 3.45 2018
008795083 Hazekamp, Qadeer 3.16 2019
008805617 Peller, Yunying 0.07 2022
008811957 Locks, Jocabed 2.87 2022
008822894 Hoyal, Ernestina 1.20 2022
008824837 Krolak, Xian 0.74 2020
008826944 Ketcherside, Sameiro 3.13 2020
008832525 Mastromarino, Stefanel 2.61 2020
008849442 Mcwilson, Dovie 1.75 2018
008860299 Karstensen, Cristino 4.96 2018
008861816 Lynchj, Arfang 2.87 2021
008861781 Wiktor, Saikou 2.57 2022
008868069 Failing, Damion 1.19 2021
008871501 Grabow, Kanchan 0.65 2021
008871237 Preece, Yongguang 2.20 2018
008950579 Sobrio, Liyun 1.46 2022
008954281 Whiteis, Heredia 0.37 2019
008957019 Camferdam, Noraida 0.53 2019
008960569 Vanhout, Pandu 2.32 2021
008962905 Koppelmann, Gwenn 2.29 2019
008962669 Dambra, Diva 0.77 2019
008963328 Zarzuela, Viola 3.18 2021
008966071 Meece, Shuangmei 0.90 2019
008972100 Eskaran, Rudiger 1.62 2022
008991619 Lieuallen, Petrana 3.08 2022
008992243 Dollings, Claro 4.82 2022
008995558 Onusko, Spaska 3.80 2018
008998332 Heitmeyer, Lijin 4.58 2020
009000945 Hilsinger, Jianyun 4.94 2022
009006966 Maultsby, Emmy 2.04 2019
009014577 Maenner, Esteve 1.90 2022
009024654 Raeder, Aby 3.02 2022
009033210 Kraatz, Elio 3.85 2022
009034162 Kang, Grethel 2.86 2018
009038494 Hennegan, Karem 0.89 2022
009042789 Dellaratta, Abdenasser 2.45 2018
009064777 Williamston, Setsuko 2.96 2021
009086118 Hierholzer, Julieta 2.78 2022
009088788 Rathel, Mariia 4.85 2020
009091452 Eliopoulos, Renatas 1.30 2022
009094572 Breer, Silviana 4.99 2022
009103222 Munivez, Clemencio 4.64 2021
009105706 Hyter, Zula 1.47 2022
009108498 Croley, Zinica 0.19 2022
009121871 Ashmead, Johnatan 3.33 2018
009132649 Borgen, Maryetta 1.84 2022
009177058 Bartelson, Keshia 0.47 2018
009181393 Wilfred, Nydia 1.70 2020
009183482 Zombo, Joudia 4.01 2022
009198228 Morale, Aichetou 4.56 2018
009203161 Mintzer, Winifred 0.18 2021
009209627 Eisenhower, Hongying 2.68 2022
009213220 Burr, Ouali 3.31 2019
009232286 Bursey, Ilarion 2.12 2019
009238415 Carretta, Contemplacion 4.42 2022
009256004 Demonett, Sheraz 3.87 2018
009292420 Horstead, Katiusca 1.06 2019
009317026 Adrovel, Artemia 4.63 2021
009325830 Fiotodimitrak, Jankey 0.45 2022
009333035 Goltra, Hamna 3.80 2022
009342743 Gaddy, Kizkitza 2.01 2019
009348885 Reial, Naeem 3.29 2018
009348920 Bedonie, Pacita 0.91 2020
009365263 Intrabartolo, Nombre 0.95 2018
009388009 Orsburn, Lili 1.95 2021
009391992 Zanotti, Nele 0.80 2018
009403209 Jann, Auxibio 4.36 2020
009428460 Scullawl, Tula 4.50 2019
009443052 Raub, Nouredine 2.04 2018
009445810 Hoeger, Encarnacio 2.50 2019
009447443 Loyack, Nedka 2.71 2018
009449794 Hilson, Enoc 0.76 2022
009453108 Scantlebury, Sharda 4.03 2022
009477895 Dobbs, Taanant 1.54 2021
009482324 Watterson, Zara 3.75 2022
009496926 Krishnan, Volodya 0.09 2020
009509677 Lenger, Adassa 0.33 2019
009518412 Ventors, Yuksel 4.91 2019
009531542 Escalet, Buchra 3.42 2019
009533295 Bushong, Valrie 1.45 2021
009537916 Breath, Jiale 0.94 2018
009567803 Thibadeau, Dionisie 2.20 2018
009574482 Scheerer, Wilhelmina 1.45 2021
009586311 Angela, Janusz 1.15 2018
009592947 Krapp, Yvon 3.94 2020
009607240 Fujimura, Tonita 4.03 2021
009610486 Pavlov, Dominico 1.43 2019
009624091 Dimes, Carman 3.02 2021
009632045 Franculli, Arlyne 2.16 2019
009653819 Bottino, Generosa 3.94 2020
009656662 Vyhnal, Sundus 0.09 2022
009657532 Pesicka, Yifei 3.45 2020
009663278 Louchen, Khamsa 0.37 2020
009691253 Quencer, Evodia 3.23 2020
009693554 Recore, Daray 1.75 2022
009727573 Fontane, Sebastiaan 2.56 2022
009734811 Kibbee, Cleo 2.88 2018
009743560 Partain, Ola 0.10 2020
009744037 Tierney, Jaouhara 0.73 2018
009755284 Lembcke, Jiawen 1.86 2018
009756550 Malovich, Ritu 0.06 2020
009758442 Fite, Rosina 1.90 2021
009761119 Felarca, Thomas 4.19 2022
009772168 Chihak, Bouchaib 2.67 2018
009775166 Hembrough, Melda 3.75 2021
009779009 Fieldhouse, Angels 3.53 2021
009791230 Debaecke, Chihab 1.10 2021
009805259 Trowery, Ramaz 3.05 2022
009810632 Katz, Lancine 3.09 2019
009814762 Iden, Ania 3.49 2021
009838091 Ottosen, Gary 4.93 2018
009847785 Thur, Ashfaq 1.47 2020
009858192 Lawn, Hettie 1.19 2019
009861677 Petricone, Maroua 4.60 2020
009874097 Handshoe, Haleema 0.10 2021
009901695 Alston, Yufang 2.86 2021
009944018 Cratin, Alberte 1.02 2021
009946035 Cleark, Minta 4.52 2022
009947397 Donavan, Alvard 0.62 2018
009960453 Cazorla, Haijuan 4.15 2019
009965263 Delger, Bhagwan 3.65 2021
009978330 Muzii, Levan 0.23 2018
009980775 Frantz, Earlie 1.14 2019
010021588 Vassil, Jasper 3.38 2022
010030010 Handford, Gavino 4.29 2021
010040206 Transou, Yeremy 4.07 2021
010052723 Yuhasz, Herodes 0.03 2022
010054540 Aicklen, Alonso 3.56 2021
010066944 Atherley, Samoila 3.43 2019
010088178 Predovich, Douaa 2.71 2018
010089344 Corral, Bailey 3.49 2022
010122006 Murrell, Arbey 3.74 2020
010166396 Glassco, Riahi 4.84 2022
010189122 Aldas, Armelina 1.08 2020
010198451 Ramrirez, Izola 3.49 2021
010206950 Chasteen, Jakub 2.61 2021
010208878 Canney, Ilana 2.29 2021
010209678 Stokke, Yassmine 2.38 2021
010212575 Couse, Damiana 3.44 2018
010248092 Malinovsky, Bahri 3.55 2018
010252889 Pelto, Peter 4.73 2021
010263792 Kalen, Krysta 2.03 2021
010263478 Decaro, Haruna 2.49 2019
010272463 Elem, Rosio 3.72 2018
010333171 Mesmer, Aleyda 0.87 2019
010348107 Mcnutt, Nicoletta 2.27 2021
010371384 Manwill, Neu 0.58 2018
010384773 Regos, Sabria 0.80 2020
010393872 Matus, Julieta 0.50 2018
010402414 Mahle, Edilene 0.68 2022
010428352 Prator, Lamiae 3.77 2021
010431464 Siegfreid, Zeynep 3.37 2021
010459058 Dahms, Frederique 3.65 2022
010464183 Hopperstad, Secundila 3.63 2018
010469953 Borris, Monssef 2.55 2021
010477766 Stsauveur, Agora 3.97 2019
010486899 Durdy, Aythami 4.19 2020
010495550 Sember, Diamar 0.73 2018
010497034 Anastasia, Illa 1.65 2021
010504928 Wheller, Mildred 2.22 2021
010534989 Croteau, Meridith 0.13 2018
010549635 Tzeremes, Klaudia 3.84 2020
010555566 Fauske, Trenton 2.48 2022
010560234 Wiede, Fenfen 0.55 2018
010569857 Racki, Montesclaros 3.96 2021
010577943 Kiddle, Doinita 4.20 2020
010590569 Crazier, Brigitta 3.29 2019
010608499 Shives, Ailyn 1.68 2021
010624875 Lallo, Quim 1.75 2021
010658621 Wiemann, Juliana 3.33 2018
010668699 Besch, Antoaneta 3.08 2020
010710157 Carlew, Dior 3.79 2020
010722259 Zukoski, Argenis 0.76 2021
010725851 Maynez, Gabriele 2.87 2018
010726081 Niang, Asad 4.66 2020
010739209 Pondexter, Lhassan 3.33 2018
010756029 Marcks, Merzouk 4.14 2019
010769262 Mcconomy, Igon 3.06 2019
010778189 Lourence, Benancio 0.27 2019
010789020 Pilger, Lixiao 3.49 2020
010791098 Lantto, Katya 0.59 2021
010801828 Justinger, Cassey 2.25 2022
010803897 Zolman, Elpidio 0.41 2021
010820391 Newnham, Abubakary 0.84 2018
010839455 Maddaloni, Mannana 2.23 2020
010841160 Nihart, Sofian 2.30 2019
010846863 Flakne, Emerico 3.91 2022
010852331 Ellington, Tomika 0.83 2021
010864020 Wegmann, Satenik 0.22 2022
010867892 Derham, Clemmie 0.72 2018
010907190 Knuth, Teonila 3.13 2019
010912169 Dulle, Stephine 4.37 2018
010939406 Picciuto, Ralph 4.37 2018
010947428 Ziech, Mahalia 3.71 2022
010949671 Shellabarger, Shelba 2.57 2018
010955464 Ragno, Rauda 2.31 2021
010961817 Callen, Cheikh 4.16 2020
010971280 Liebl, Rkiya 1.79 2021
010988509 Disano, Joi 1.19 2020
010999365 Karpowicz, Lioudmila 3.48 2019
011025174 Lacroix, Leandro 2.10 2019
011035142 Rizzolo, Vergie 1.53 2020
011058376 Truner, Humildad 1.69 2020
011074570 Kaewprasert, Quincy 3.36 2019
011074733 Handrick, Yassira 0.12 2021
011083797 Cumiskey, Italia 3.81 2022
011114781 Mcalhaney, Alisia 3.64 2021
011124699 Chiong, Melinda 4.85 2019
011135161 Czapor, Amelia 3.23 2019
011137226 Gehrlein, Gizela 3.64 2019
011163455 Padmanabhan, Vasco 0.14 2021
011165992 Herke, Gratiniano 1.33 2021
011167703 Embrey, Wynell 2.79 2019
011169566 Lanka, Kareen 2.93 2019
011170314 Bal, Filipp 1.34 2022
011175121 Oder, Gordiano 4.22 2020
011175997 Zarrineh, Dayara 4.75 2019
011182055 Kopet, Valia 2.08 2020
011189387 Irvan, Juozas 1.63 2021
011194457 Brisco, Djily 0.40 2021
011229226 Gundry, Diamantino 2.61 2020
011236576 Thrams, Zakir 4.79 2021
011247330 Monico, Grisela 1.49 2020
011261953 Yerhot, Wilian 1.66 2019
011277079 Isebrand, Oihana 1.14 2018
011279994 Sprinzl, Abe 4.07 2021
011289386 Quartieri, Bintou 3.27 2018
011315648 Stankus, Shufang 3.88 2022
011317728 Aydelott, Erin 3.93 2022
011317319 Kudro, Basiliano 3.08 2022
011346135 Mcamis, Kashmir 0.05 2019
011354487 Bonatti, Usha 3.75 2019
011356664 Zipse, Deirdre 4.68 2020
011363798 Bininger, Fernando 2.93 2020
011370552 Spackman, Christiaan 0.52 2021
011379829 Backous, Doua 3.30 2019
011384660 Tagata, Fabriciana 1.52 2018
011389284 Fyles, Gene 4.11 2020
011394470 Ollmann, Lilliam 1.35 2020
011404391 Iadarola, Iulen 1.80 2020
011406740 Tyacke, Gurinder 2.43 2020
011416203 Actis, Boujamaa 0.26 2020
011418828 Golay, Glen 2.24 2019
011421350 Depaolo, Aleixandre 1.94 2021
011439066 Bigg, Renate 1.97 2018
011467406 Assael, Fe 4.82 2022
011474520 Merzlak, Adda 1.50 2020
011475716 Reaume, Angelic 4.85 2019
011476375 Timper, Gavina 4.14 2020
011489055 Nwabeke, Catrin 1.72 2021
011490530 Zart, Jianzhong 3.78 2020
011491744 Saldano, Sadio 2.73 2018
011497374 Verfaillie, Nasim 0.55 2022
011500639 Wenderoth, Farouk 0.95 2018
011510666 Bobeck, Eba 4.60 2021
011512646 Bernaudo, Sabin 2.00 2019
011541421 Vay, Gwenn 4.11 2019
011542397 Chace, Alea 4.56 2020
011546510 Loiseau, Victorita 0.90 2020
011568792 Reusser, Inderjit 2.20 2022
011571604 Straathof, Khedidja 2.90 2020
011573673 Bilbrey, Augusta 4.81 2018
011574367 Marcin, Assier 4.49 2019
011576675 Whipple, Alisea 0.22 2018
011584308 Alto, Sabria 3.20 2022
011585219 Venzke, Siyi 1.74 2019
011585791 Burford, Luigi 0.61 2022
011610542 Doelling, Dimitri 0.94 2019
011662068 Boie, Maxi 2.09 2019
011674174 Moesch, Abdelhay 1.25 2018
011683772 Grandstaff, Exie 1.44 2019
011693706 Keomany, Denislav 1.65 2018
011695960 Beecham, Umar 1.18 2018
011703272 Payen, Lorea 2.30 2019
011705593 Weisbaum, Tamar 1.99 2018
011719092 Arrisola, Rosalie 2.04 2019
011719105 Macaulay, Djelloul 3.22 2022
011739099 Malinsky, Maryanne 2.52 2020
011754039 Moir, Covadonga 0.56 2018
011766993 Urrabazo, Bushra 2.28 2020
011767141 Huddy, Belgica 3.54 2018
011769638 Cuthbert, Olanda 4.86 2019
011784755 Rehfeld, Martos 4.48 2022
011821060 Renneker, Macrino 1.52 2021
011824759 Bowley, Xixi 3.85 2021
011826139 Charette, Janie 2.68 2019
011830080 Prive, Meire 0.12 2022
011849892 Hemond, Elga 4.51 2022
011849939 Suon, Daviti 4.07 2018
011851888 Kading, Albrecht 2.20 2022
011858124 Solares, Scarlet 0.20 2018
011867482 Cowser, Eusiquio 3.06 2021
011868684 Pasche, Raleigh 4.47 2021
011873879 Ammons, Sheela 3.76 2019
011880239 Momon, Krzysztof 2.66 2021
011885707 Quin, Yohan 1.08 2020
011900670 Sainliere, Cenelia 0.73 2019
011907707 Leberman, Mandy 2.59 2019
011917356 Lukins, Hermenegilda 1.71 2021
011919081 Stutheit, Nasly 4.05 2019
011920639 Lucik, Yuliyan 3.04 2019
011922766 Fedezko, Koichi 2.15 2022
011928615 Strayham, Sabri 2.75 2022
011930835 Kaczor, Rachele 4.43 2022
011931507 Toquinto, Izola 4.65 2019
011937388 Justus, Antoliano 1.13 2020
011943725 Gills, Mickie 2.86 2022
011956086 Caines, Ermes 2.54 2021
011967391 Nall, Madelein 2.28 2018
011969308 Simmes, Asan 1.32 2021
011970774 Kasparek, Tfarah 1.03 2019
011978849 Manquero, Mikhail 2.98 2019
011981408 Mcclurkin, Beat 0.27 2020
011988205 Avelino, Abdelhilah 3.95 2020
011991726 Gillenwaters, Francy 1.31 2021
011996181 Henesey, Leny 4.02 2019
011997776 Cervenka, Lane 0.41 2022
012014713 Rooks, Samah 2.83 2019
012027652 Brant, Elisabeth 0.94 2021
012031683 Patti, Soumya 1.02 2020
012038081 Greason, Zarek 2.47 2021
012040636 Laster, Siranush 0.59 2022
012078091 Heffern, Piedrasantas 1.95 2019
012113860 Hila, Minodora 1.88 2021
012114518 Jagoe, Lahouari 1.29 2021
012117318 Schmick, Niño 1.84 2018
012140871 Stea, Gerad 0.58 2020
012145315 Lanois, Irvin 3.46 2020
012147747 Gateley, Marcas 2.16 2019
012153988 Cambell, Aboubakar 1.39 2022
012161904 Skrzypinski, Kenza 1.58 2019
012176371 Knake, Maico 1.90 2020
012183477 Levandowski, Tesifon 1.48 2021
012200166 Romberger, Tama 3.71 2020
012201353 Latin, Angelov 3.51 2020
012228291 Nethercutt, Alex 0.76 2021
012234030 Steffey, Brenton 1.90 2019
012240103 Stubson, Rama 0.68 2020
012294017 Haylock, Viktoriya 0.11 2022
012299106 Radley, Abdala 2.78 2018
012302565 Campean, Alimatou 4.07 2022
012305805 Gisondi, Elouise 3.98 2018
012305059 Sen, Perez 3.47 2018
012314551 Dueno, Machelle 0.14 2022
012323922 Angalich, Georgeanna 3.39 2019
012334107 Swart, Zaza 2.56 2020
012351948 Bermeo, Tfarrah 4.36 2021
012355923 Norland, Patrizio 3.81 2021
012360016 Ouch, Cvetan 2.75 2018
012404239 Duesterhaus, Piedades 2.78 2021
012418668 Batchelor, Zubaida 4.16 2018
012453740 Cowper, Obaida 3.19 2018
012462677 Holsworth, Yeray 2.90 2019
012480353 Luttman, Yannik 4.63 2021
012483213 Dinkins, Intissar 4.31 2018
012485933 Giulioli, Oristila 2.14 2019
012518446 Viteo, Robertas 4.99 2018
012524026 Ardaly, Lianying 4.02 2019
012528710 Heidtbrink, Canuta 1.52 2018
012529359 Sangi, Taryn 0.94 2022
012549063 Dufilho, Lukene 0.80 2022
